,Oficina,Departamento,Anio,CP - Numero,CP - Valor,MP - Numero,MP - Valor,LP - Numero,LP - Valor,T - Numero,T - Valor
47,sincelejo,bolivar,1957,701,1516890,559,3846455,0,0,1260,5363345
48,sucre,bolivar,1957,90,183117,252,844014,0,0,342,1027131
49,tunja,boyaca,1957,1561,2134246,581,2898940,0,0,2142,5033186
50,chiquinquira,boyaca,1957,1527,1933878,484,1342147,0,0,2011,3276025
51,duitama,boyaca,1957,925,1106750,193,803155,0,0,1118,1909905
52,el cocuy,boyaca,1957,990,944516,366,1004578,0,0,1356,1949094
53,el espino,boyaca,1957,676,503259,84,197542,0,0,760,700801
54,garagoa,boyaca,1957,1203,1302766,370,804078,0,0,1573,2106844
55,guateque,boyaca,1957,1061,844320,135,277453,0,0,1196,1121773
56,guayata,boyaca,1957,962,916105,67,124951,0,0,1029,1041056
57,la uvita,boyaca,1957,944,919437,162,305819,0,0,1106,1225256
58,leiva,boyaca,1957,735,631691,183,437058,0,0,918,1068749
59,miraflores,boyaca,1957,825,1124965,1652,2125203,0,0,2477,3250168
60,moniquira,boyaca,1957,1059,969023,219,640025,0,0,1278,1609048
61,orocue,boyaca,1957,57,75073,158,229716,0,0,215,304789
62,pauna,boyaca,1957,843,736652,153,255662,0,0,996,992314
63,pesca,boyaca,1957,1317,961953,114,320887,0,0,1431,1282840
64,puebloviejo,boyaca,1957,1142,706904,137,189823,0,0,1279,896727
65,ramiriqui,boyaca,1957,1511,1233644,246,446560,0,0,1757,1680204
66,saboya,boyaca,1957,1170,1247358,282,450759,0,0,1452,1698117
67,san luis de gaceno,boyaca,1957,509,1022385,482,627826,0,0,991,1650211
68,san luis de palenque,boyaca,1957,52,98201,449,1042322,0,0,501,1140523
69,santa rosa de viterbo,boyaca,1957,702,754631,84,234785,0,0,786,989416
70,soata,boyaca,1957,1056,868269,111,310142,0,0,1167,1178411
71,socha,boyaca,1957,727,622479,242,288290,0,0,969,910769
72,sogamoso,boyaca,1957,3117,3194007,208,1097663,0,0,3325,4291670
73,tamara,boyaca,1957,246,280423,264,631637,0,0,510,912060
74,ventaquemada,boyaca,1957,630,752672,82,266226,0,0,712,1018898
75,yopal,boyaca,1957,171,366385,480,962102,0,0,651,1328487
76,manizales,caldas,1957,269,1151431,447,3863778,0,0,716,5015209
77,aguadas,caldas,1957,504,870617,200,1119607,0,0,704,1990224
78,anserma,caldas,1957,830,1676791,262,1530569,0,0,1092,3207360
79,apia,caldas,1957,367,854745,160,318384,0,0,527,1173129
80,aranzazu,caldas,1957,464,537257,245,803126,0,0,709,1340383
81,armenia,caldas,1957,722,2100590,514,2788243,0,0,1236,4888833
82,belalcazar,caldas,1957,296,989578,61,215231,0,0,357,1204809
83,belen de umbria,caldas,1957,221,456871,154,536198,0,0,375,993069
84,calarca,caldas,1957,374,1442970,201,1110388,0,0,575,2553358
85,chinchina,caldas,1957,214,396860,93,596982,0,0,307,993842
86,filandia,caldas,1957,372,365413,122,238338,0,0,494,603751
87,la dorada,caldas,1957,282,836060,505,2623993,0,0,787,3460053
88,manzanares,caldas,1957,847,1156763,400,684627,0,0,1247,1841390
89,marsella,caldas,1957,242,479698,162,665618,0,0,404,1145316
90,neira,caldas,1957,95,134230,68,432913,0,0,163,567143
91,pacora,caldas,1957,274,381930,191,636861,0,0,465,1018791
92,palestina,caldas,1957,95,284280,35,265544,0,0,130,549824
93,pensilvania,caldas,1957,682,855601,504,638553,0,0,1186,1494154
94,pereira,caldas,1957,455,1313366,510,3040022,0,0,965,4353388
95,pijao,caldas,1957,70,370400,48,244330,0,0,118,614730
96,quimbaya,caldas,1957,220,450333,123,394708,0,0,343,845041
97,riosucio,caldas,1957,1535,877551,122,289856,0,0,1657,1167407
98,salamina,caldas,1957,427,469401,324,1096069,0,0,751,1565470
99,santa rosa de cabal,caldas,1957,508,749260,568,1703875,0,0,1076,2453135
100,santuario,caldas,1957,219,368946,150,390961,0,0,369,759907
101,popayan,cauca,1957,816,1191536,410,2374753,0,0,1226,3566289
102,bolivar,cauca,1957,864,1063382,456,547878,0,0,1320,1611260
103,caloto,cauca,1957,346,366379,219,676721,0,0,565,1043100
104,el tambo,cauca,1957,576,333705,139,189562,0,0,715,523267
105,piendamo,cauca,1957,743,616081,104,328087,0,0,847,944168
106,puerto tejada,cauca,1957,255,407962,151,639844,0,0,406,1047806
107,santander,cauca,1957,655,640583,169,474315,0,0,824,1114898
108,timbio,cauca,1957,690,604529,224,310467,0,0,914,914996
109,monteria,cordoba,1957,479,1409616,379,3657168,0,0,858,5066784
110,ayapel,cordoba,1957,160,255657,208,894296,0,0,368,1149953
111,cerete,cordoba,1957,483,1390151,440,2620922,0,0,923,4011073
112,cienaga de oro,cordoba,1957,232,325964,272,1106730,0,0,504,1432694
113,lorica,cordoba,1957,757,914409,661,2750596,0,0,1418,3665005
114,sahagun,cordoba,1957,460,492475,578,2627846,0,0,1038,3120321
115,tierralta,cordoba,1957,273,305500,233,909192,0,0,506,1214692
116,bogota,cundinamarca,1957,824,3692493,1466,16392476,0,0,2290,20084969
117,anolaima,cundinamarca,1957,736,1034133,294,838268,0,0,1030,1872401
118,arbelaez,cundinamarca,1957,756,974150,282,562509,0,0,1038,1536659
119,cachipay,cundinamarca,1957,246,314810,61,245318,0,0,307,560128
120,caqueza,cundinamarca,1957,655,721975,131,296797,0,0,786,1018772
121,chapinero,cundinamarca,1957,227,2060240,789,9395131,0,0,1016,11455371
122,chia,cundinamarca,1957,206,500689,105,431602,0,0,311,932291
123,choconta,cundinamarca,1957,1510,1675708,234,686339,0,0,1744,2362047
124,el colegio,cundinamarca,1957,454,413478,167,409264,0,0,621,822742
125,facatativa,cundinamarca,1957,711,1338905,294,1583124,0,0,1005,2922029
126,fomeque,cundinamarca,1957,373,556445,279,535817,0,0,652,1092262
127,fusagasuga,cundinamarca,1957,541,720550,552,1139309,0,0,1093,1859859
128,gachala,cundinamarca,1957,500,532048,83,196215,0,0,583,728263
129,gacheta,cundinamarca,1957,1051,1178163,388,970075,0,0,1439,2148238
130,girardot,cundinamarca,1957,325,1077738,232,2022362,0,0,557,3100100
131,guaduas,cundinamarca,1957,289,342702,150,611524,0,0,439,954226
132,guasca,cundinamarca,1957,239,220944,84,193548,0,0,323,414492
133,guatavita,cundinamarca,1957,283,397725,63,111688,0,0,346,509413
134,la calera,cundinamarca,1957,280,404150,206,647990,0,0,486,1052140
135,la mesa,cundinamarca,1957,454,716317,143,787182,0,0,597,1503499
136,la palma,cundinamarca,1957,379,345642,198,559369,0,0,577,905011
137,la peña,cundinamarca,1957,228,219330,61,182355,0,0,289,401685
138,medina,cundinamarca,1957,342,483446,493,425563,0,0,835,909009
139,nocaima,cundinamarca,1957,167,204671,62,320940,0,0,229,525611
140,pacho,cundinamarca,1957,822,959283,325,1255186,0,0,1147,2214469
141,pasca,cundinamarca,1957,412,477566,203,360944,0,0,615,838510
142,rafael reyes,cundinamarca,1957,281,195805,63,259658,0,0,344,455463
143,san francisco,cundinamarca,1957,400,615474,173,667940,0,0,573,1283414
144,san juan de rioseco,cundinamarca,1957,719,1341102,146,641071,0,0,865,1982173
145,sasaima,cundinamarca,1957,345,446130,156,507436,0,0,501,953566
146,soacha,cundinamarca,1957,226,354350,108,309051,0,0,334,663401
147,sopo,cundinamarca,1957,99,205135,65,251748,0,0,164,456883
148,subachoque,cundinamarca,1957,295,619234,141,430384,0,0,436,1049618
149,tocaima,cundinamarca,1957,255,481963,73,409523,0,0,328,891486
150,ubate,cundinamarca,1957,986,1370545,223,964693,0,0,1209,2335238
151,une,cundinamarca,1957,977,1199310,64,225054,0,0,1041,1424364
152,utica,cundinamarca,1957,92,126150,53,183833,0,0,145,309983
153,vergara,cundinamarca,1957,355,552385,127,371871,0,0,482,924256
154,villeta,cundinamarca,1957,223,306487,173,711652,0,0,396,1018139
155,viota,cundinamarca,1957,373,545565,156,397063,0,0,529,942628
156,zipaquira,cundinamarca,1957,358,716468,100,698768,0,0,458,1415236
157,quibdo,choco,1957,459,91877,27,26088,0,0,486,117965
158,el carmen,choco,1957,121,136250,67,120249,0,0,188,256499
159,neiva,huila,1957,929,2842609,755,3233365,0,0,1684,6075974
160,acevedo,huila,1957,413,370685,160,222471,0,0,573,593156
161,baraya,huila,1957,178,356634,202,396085,0,0,380,752719
162,carnecerias,huila,1957,216,234220,165,313999,0,0,381,548219
163,garzon,huila,1957,379,462675,465,1623379,0,0,844,2086054
164,gigante,huila,1957,307,417515,206,645019,0,0,513,1062534
165,la plata,huila,1957,473,531996,349,686859,0,0,822,1218855
166,palermo,huila,1957,263,459197,188,549537,0,0,451,1008734
167,pitalito,huila,1957,559,631722,235,546609,0,0,794,1178331
168,san agustin,huila,1957,238,267013,147,325978,0,0,385,592991
169,timana,huila,1957,406,394380,142,268548,0,0,548,662928
170,yaguara,huila,1957,341,780324,179,665243,0,0,520,1445567
171,santa marta,magdalena,1957,454,1299090,351,2081581,0,0,805,3380671
172,aguachica,magdalena,1957,93,199218,157,734084,0,0,250,933302
173,cienaga,magdalena,1957,302,610156,158,826157,0,0,460,1436313
174,codazzi,magdalena,1957,95,477008,108,553338,0,0,203,1030346
175,chiriguana,magdalena,1957,191,262658,204,599412,0,0,395,862070
176,el banco,magdalena,1957,130,234867,439,1386427,0,0,569,1621294
177,fundacion,magdalena,1957,242,804462,530,3383066,0,0,772,4187528
178,plato,magdalena,1957,251,480491,631,2419238,0,0,882,2899729
179,valledupar,magdalena,1957,441,1307112,571,2671543,0,0,1012,3978655
180,pasto,nariño,1957,1564,1543820,1395,3658351,0,0,2959,5202171
181,contadero,nariño,1957,627,699543,182,267620,0,0,809,967163
182,ipiales,nariño,1957,600,1307857,262,1135406,0,0,862,2443263
183,la cruz,nariño,1957,1150,1579596,97,326390,0,0,1247,1905986
184,la union,nariño,1957,1083,1468702,434,1004495,0,0,1517,2473197
185,mocoa,nariño,1957,233,133662,502,507233,0,0,735,640895
186,samaniego,nariño,1957,760,668795,322,466119,0,0,1082,1134914
187,sandona,nariño,1957,692,652946,231,351074,0,0,923,1004020
188,tumaco,nariño,1957,86,69660,49,90231,0,0,135,159891
189,tuquerres,nariño,1957,481,643020,148,604186,0,0,629,1247206
190,cucuta,norte de santander,1957,576,2007830,483,3708427,0,0,1059,5716257
191,arboledas,norte de santander,1957,327,335940,61,127408,0,0,388,463348
192,cachira,norte de santander,1957,543,426120,272,313347,0,0,815,739967
193,convencion,norte de santander,1957,434,554875,234,1295228,0,0,668,1850103
194,chinacota,norte de santander,1957,176,200615,149,359676,0,0,325,560291
195,durania,norte de santander,1957,400,1444490,66,375033,0,0,466,1819523
196,gramalote,norte de santander,1957,432,566196,198,714371,0,0,630,1280567
197,ocaña,norte de santander,1957,424,579907,227,1091614,0,0,651,1671521
198,pamplona,norte de santander,1957,864,1180654,551,1831869,0,0,1415,3012523
199,salazar,norte de santander,1957,333,449342,164,574022,0,0,497,1023364
200,sardinata,norte de santander,1957,439,691650,134,170607,0,0,573,862257
201,toledo,norte de santander,1957,640,625740,205,310212,0,0,845,935952
202,bucaramanga,santander,1957,1790,3073827,1240,5894054,0,0,3030,8967881
203,barichara,santander,1957,287,304655,68,190545,0,0,355,495200
204,barrancabermeja,santander,1957,118,163381,142,872026,0,0,260,1035407
205,cimitarra,santander,1957,109,133180,141,669527,0,0,250,802707
206,charala,santander,1957,651,718001,456,831500,0,0,1107,1549501
207,gambita,santander,1957,262,280998,243,389907,0,0,505,670905
208,malaga,santander,1957,2258,1722167,274,996357,0,0,2532,2718524
209,matanza,santander,1957,487,422350,238,286169,0,0,725,708519
210,onzaga,santander,1957,491,461335,85,147205,0,0,576,608540
211,piedecuesta,santander,1957,602,418497,159,248853,0,0,761,667350
212,puente nacional,santander,1957,288,222261,700,887531,0,0,988,1109792
213,puerto wilches,santander,1957,184,371218,206,506951,0,0,390,878169
214,rionegro,santander,1957,311,551167,291,622112,0,0,602,1173279
215,san andres,santander,1957,1002,724328,589,749574,0,0,1591,1473902
216,san gil,santander,1957,837,947107,275,1320866,0,0,1112,2267973
217,san vicente,santander,1957,305,544570,235,916375,0,0,540,1460945
218,socorro,santander,1957,699,920532,452,2869357,0,0,1151,3789889
219,suaita,santander,1957,558,682260,184,546536,0,0,742,1228796
220,sucre,santander,1957,311,290001,297,440988,0,0,608,730989
221,surata,santander,1957,207,161850,148,242323,0,0,355,404173
222,velez,santander,1957,267,288011,222,613303,0,0,489,901314
223,zapatoca,santander,1957,215,257160,168,809173,0,0,383,1066333
224,ibague,tolima,1957,828,1749290,830,4672818,0,0,1658,6422108
225,ambalema,tolima,1957,67,157600,20,73150,0,0,87,230750
226,anzoategui,tolima,1957,72,140540,42,107521,0,0,114,248061
227,armero,tolima,1957,234,852476,151,884446,0,0,385,1736922
228,ataco,tolima,1957,65,102614,4,6667,0,0,69,109281
229,cajamarca,tolima,1957,206,273000,193,616491,0,0,399,889491
230,cunday,tolima,1957,229,407072,100,383872,0,0,329,790944
231,chaparral,tolima,1957,572,830156,279,854330,0,0,851,1684486
232,dolores,tolima,1957,229,408007,71,252169,0,0,300,660176
233,espinal,tolima,1957,868,1602426,193,1266091,0,0,1061,2868517
234,el guamo,tolima,1957,1317,1223562,344,1154912,0,0,1661,2378474
235,fresno,tolima,1957,431,438625,180,405347,0,0,611,843972
236,herveo,tolima,1957,233,362074,122,275808,0,0,355,637882
237,honda,tolima,1957,110,404983,185,1272268,0,0,295,1677251
238,icononzo,tolima,1957,946,1375590,419,790922,0,0,1365,2166512
239,libano,tolima,1957,871,1538205,685,2305133,0,0,1556,3843338
240,mariquita,tolima,1957,301,310245,157,579816,0,0,458,890061
241,melgar,tolima,1957,184,501055,127,934503,0,0,311,1435558
242,ortega,tolima,1957,384,501451,72,284157,0,0,456,785608
243,purificacion,tolima,1957,1019,1408432,501,1831848,0,0,1520,3240280
244,roncesvalles,tolima,1957,62,133445,111,537202,0,0,173,670647
245,rovira,tolima,1957,621,917256,314,912109,0,0,935,1829365
246,san antonio,tolima,1957,238,516095,99,307809,0,0,337,823904
247,san luis,tolima,1957,473,427138,124,407636,0,0,597,834774
248,santa isabel,tolima,1957,85,148230,123,304311,0,0,208,452541
249,venadillo,tolima,1957,120,295172,99,340044,0,0,219,635216
250,villahermosa,tolima,1957,432,479388,232,436254,0,0,664,915642
251,villarica,tolima,1957,238,359799,92,231898,0,0,330,591697
252,cali,valle del cauca,1957,799,2509727,770,6596305,0,0,1569,9106032
253,alcala,valle del cauca,1957,195,358541,25,55540,0,0,220,414081
254,buga,valle del cauca,1957,550,842151,529,2742629,0,0,1079,3584780
255,caicedonia,valle del cauca,1957,162,593124,98,465455,0,0,260,1058579
256,cartago,valle del cauca,1957,472,1467772,459,3486218,0,0,931,4953990
257,cerrito,valle del cauca,1957,362,583662,257,1129670,0,0,619,1713332
258,dagua,valle del cauca,1957,306,285471,141,362591,0,0,447,648062
259,el aguila,valle del cauca,1957,136,348400,123,347620,0,0,259,696020
260,el cairo,valle del cauca,1957,362,954715,324,1029513,0,0,686,1984228
261,palmira,valle del cauca,1957,747,1220174,426,2059675,0,0,1173,3279849
262,restrepo,valle del cauca,1957,326,439488,141,613707,0,0,467,1053195
263,roldanillo,valle del cauca,1957,610,836430,332,1298349,0,0,942,2134779
264,sevilla,valle del cauca,1957,358,833950,390,1346163,0,0,748,2180113
265,tulua,valle del cauca,1957,559,912360,522,2686981,0,0,1081,3599341
266,trujillo,valle del cauca,1957,213,540989,405,1480388,0,0,618,2021377
267,versalles,valle del cauca,1957,713,1127350,378,1293564,0,0,1091,2420914
268,zarzal,valle del cauca,1957,130,238270,116,593599,0,0,246,831869
269,arauca,arauca,1957,91,159856,790,1358428,0,0,881,1518284
270,tame,arauca,1957,83,127058,813,1463888,0,0,896,1590946
271,riohacha,guajira,1957,312,466217,122,426163,0,0,434,892380
272,san juan del cesar,guajira,1957,372,737881,613,1908719,0,0,985,2646600
273,villanueva,guajira,1957,338,900300,244,1134095,0,0,582,2034395
274,villavicencio,meta,1957,910,2972196,962,4576607,0,0,1872,7548803
275,guamal,meta,1957,457,871505,1257,1221580,0,0,1714,2093085
276,puerto lopez,meta,1957,253,301167,243,438240,0,0,496,739407
277,restrepo,meta,1957,504,526254,1195,1076873,0,0,1699,1603127
278,san martin,meta,1957,172,248878,1229,944883,0,0,1401,1193761
279,florencia,caqueta,1957,901,1100096,456,1290215,0,0,1357,2390311
280,leticia,amazonas,1957,48,135561,37,80294,0,0,85,215855
281,mitu,vaupes,1957,157,626450,0,9,0,0,157,626450
282,puerto carreño,vichada,1957,42,118574,17,59627,0,0,59,178201
283,san andres,san andres y providencia,1957,93,108150,16,22942,0,0,109,131092
