,Oficina,Departamento,Anio,CP - Numero,CP - Valor,MP - Numero,MP - Valor,LP - Numero,LP - Valor,T - Numero,T - Valor
107,santa rosa de cabal,caldas,1959,519,789836,351,767974,177,849031,1047,2406841
108,santuario,caldas,1959,236,532776,72,250057,3,19500,311,802333
109,viterbo,caldas,1959,123,417778,22,65405,25,121349,170,604532
110,popayan,cauca,1959,814,1259701,532,4583730,245,836073,1591,6679504
111,bolivar,cauca,1959,665,850397,313,503185,9,16743,987,1370325
112,caloto,cauca,1959,393,513795,163,610298,119,395245,675,1519338
113,corinto,cauca,1959,197,269460,162,475856,23,83924,382,829240
114,el bordo,cauca,1959,168,328100,154,789387,31,110523,353,1228010
115,el tambo,cauca,1959,579,470138,269,666035,87,266305,935,1402478
116,miranda,cauca,1959,111,215000,29,233393,31,105379,171,553772
117,paez,cauca,1959,103,102325,182,440530,0,0,285,542855
118,piendamo,cauca,1959,836,734032,126,384549,160,485888,1122,1604469
119,puerto tejada,cauca,1959,254,365147,98,429469,49,180720,401,975336
120,santander,cauca,1959,693,848853,181,740825,105,281967,979,1871645
121,timbio,cauca,1959,677,621915,162,400060,238,690356,1077,1712331
122,monteria,cordoba,1959,553,2043762,435,5232197,22,182028,1010,7457987
123,ayapel,cordoba,1959,171,431052,132,905633,4,19840,307,1356525
124,cerete,cordoba,1959,853,3087297,551,4044187,7,105360,1411,7236844
125,cienaga de oro,cordoba,1959,286,737725,218,952316,4,49200,508,1739241
126,chinu,cordoba,1959,273,283910,182,838596,3,37510,458,1160016
127,lorica,cordoba,1959,959,1576184,545,3291305,43,243980,1547,5111469
128,montelibano,cordoba,1959,161,585685,127,1080196,0,0,288,1665881
129,sahagun,cordoba,1959,540,665621,451,3021841,47,379865,1038,4067327
130,san andres,cordoba,1959,283,366693,156,882120,8,39985,447,1288798
131,san bernardo del viento,cordoba,1959,513,827493,105,778374,11,4514,629,1610381
132,san marcos,cordoba,1959,201,462945,247,1805869,1,24500,449,2293314
133,tierralta,cordoba,1959,422,752298,321,1726284,1,25000,744,2503582
134,bogota,cundinamarca,1959,1822,11570567,2592,28431842,1375,10288864,5789,50291273
135,anolaima,cundinamarca,1959,670,923211,151,382260,168,700819,989,2006290
136,arbelaez,cundinamarca,1959,441,498720,101,252316,92,489062,634,1240098
137,cabrera,cundinamarca,1959,349,465196,1002,1698137,43,288103,1394,2451436
138,cachipay,cundinamarca,1959,265,452040,44,154231,67,280914,376,887185
139,caqueza,cundinamarca,1959,1227,1515993,119,306835,77,289486,1423,2112314
140,chia,cundinamarca,1959,265,759863,98,612499,54,191428,417,1563790
141,choconta,cundinamarca,1959,1273,1524269,172,623487,55,242267,1500,2390023
142,el colegio,cundinamarca,1959,465,530475,34,86332,111,317043,610,933850
143,facatativa,cundinamarca,1959,748,1785320,189,1056388,186,998690,1123,3840398
144,fomeque,cundinamarca,1959,425,731915,214,379804,101,381013,740,1492732
145,fusagasuga,cundinamarca,1959,594,825703,481,878806,506,1741814,1581,3446323
146,gachala,cundinamarca,1959,599,702420,209,348067,28,109515,836,1160002
147,gacheta,cundinamarca,1959,894,975205,513,633291,95,305141,1502,1913637
148,girardot,cundinamarca,1959,309,1275953,237,2623859,55,429151,601,4328963
149,guaduas,cundinamarca,1959,288,396595,93,323020,76,436473,457,1156088
150,guasca,cundinamarca,1959,382,464887,79,145309,32,110435,493,720631
151,guatavita,cundinamarca,1959,248,353806,40,97013,22,74603,310,525422
152,la calera,cundinamarca,1959,317,523578,145,360534,125,501626,587,1385738
153,la mesa,cundinamarca,1959,518,805337,56,332123,78,382156,652,1519616
154,la palma,cundinamarca,1959,621,824936,186,668569,88,366987,895,1860492
155,la peña,cundinamarca,1959,313,283390,33,81478,15,90234,361,455102
156,la vega,cundinamarca,1959,328,647072,71,303420,50,323050,449,1273542
157,medina,cundinamarca,1959,373,588319,585,733807,1,1771,959,1323897
158,nocaima,cundinamarca,1959,188,240268,38,126615,36,290901,262,657784
159,pacho,cundinamarca,1959,711,909826,474,1312646,148,940904,1333,3163376
160,pasca,cundinamarca,1959,633,1075151,184,243823,45,170720,862,1489694
161,rafael reyes,cundinamarca,1959,309,309068,32,80610,30,167345,371,557023
162,san bernardo,cundinamarca,1959,314,451663,110,123153,35,170685,459,745501
163,san francisco,cundinamarca,1959,368,752670,136,414005,83,411918,587,1578593
164,san juan de rioseco,cundinamarca,1959,780,1403382,109,394597,82,529068,971,2327047
165,sasaima,cundinamarca,1959,330,476861,117,348720,86,405559,533,1231140
166,soacha,cundinamarca,1959,353,662258,61,211461,136,412245,550,1285964
167,sopo,cundinamarca,1959,101,260361,56,289526,38,250742,195,800629
168,subachoque,cundinamarca,1959,399,1207811,103,524652,19,76954,521,1809417
169,tocaima,cundinamarca,1959,310,631010,91,687834,17,120099,418,1438943
170,ubate,cundinamarca,1959,909,1517521,177,1252578,132,420578,1218,3190677
171,une,cundinamarca,1959,381,629011,51,89486,58,273652,490,992149
172,utica,cundinamarca,1959,157,269105,86,387684,10,174214,253,831003
173,vergara,cundinamarca,1959,528,939518,57,162917,42,310601,627,1413036
174,villeta,cundinamarca,1959,387,528118,98,371285,102,634673,587,1534076
175,viota,cundinamarca,1959,458,865036,51,203650,141,357903,650,1426589
176,zipaquira,cundinamarca,1959,358,817182,115,1040934,72,218125,545,2076241
177,quibdo,choco,1959,378,84084,18,16641,0,0,396,100725
178,el carmen,choco,1959,104,108850,71,172443,29,94035,204,375328
179,neiva,huila,1959,1313,4601410,1826,10187693,246,1182335,3385,15971438
180,acevedo,huila,1959,447,424330,214,280195,29,125006,690,829531
181,algeciras,huila,1959,319,486610,208,537877,28,103194,555,1127681
182,baraya,huila,1959,203,402858,571,1491673,26,98899,800,1993430
183,carnecerias,huila,1959,199,341000,217,612907,9,40491,425,994398
184,garzon,huila,1959,561,1087843,654,2294803,108,637643,1323,4020289
185,gigante,huila,1959,446,728888,225,779927,41,213135,712,1721950
186,guadalupe,huila,1959,344,344950,232,569962,15,55512,591,970424
187,la plata,huila,1959,359,641050,246,762167,40,164879,645,1568096
188,palermo,huila,1959,315,643797,467,1504322,35,133113,817,2281232
189,pitalito,huila,1959,574,707385,298,813469,24,148406,896,1669260
190,san agustin,huila,1959,210,226202,147,320663,9,45722,366,592587
191,timana,huila,1959,637,698229,169,366123,7,37551,813,1101903
192,yaguara,huila,1959,325,787622,239,1093844,28,139942,592,2021408
193,santa marta,magdalena,1959,551,2362996,358,3783275,57,294912,966,6441183
194,aguachica,magdalena,1959,212,489179,190,1129052,131,556146,533,2174377
195,cienaga,magdalena,1959,374,983384,180,899322,10,55964,564,1938670
196,codazzi,magdalena,1959,188,1224123,137,1897222,12,49615,337,3170960
197,chiriguana,magdalena,1959,117,245621,125,496923,0,0,242,742544
198,el banco,magdalena,1959,116,355590,384,2025905,53,230249,553,2611744
199,fundacion,magdalena,1959,400,1957942,393,3647294,48,245264,841,5850500
200,guamal,magdalena,1959,189,486090,342,1168468,20,75633,551,1730191
201,pivijay,magdalena,1959,170,544334,254,1774609,13,47788,437,2366731
202,plato,magdalena,1959,457,1068414,637,3042888,31,189790,1125,4301092
203,valledupar,magdalena,1959,717,2336343,649,4544432,52,303177,1418,7183952
204,pasto,nariño,1959,1760,2563535,1225,3395576,253,1263418,3238,7222529
205,contadero,nariño,1959,580,781948,194,240179,24,147205,798,1169332
206,ipiales,nariño,1959,828,2045924,222,951750,54,366023,1104,3363697
207,la cruz,nariño,1959,873,1411494,128,472692,12,71485,1013,1955671
208,la union,nariño,1959,1062,1523189,359,974347,64,148659,1485,2646195
209,samaniego,nariño,1959,841,902200,363,468011,15,52604,1219,1422815
210,sandona,nariño,1959,655,738190,199,323007,30,112980,884,1174177
211,tumaco,nariño,1959,985,530151,231,510347,3,9234,1219,1049732
212,tuquerres,nariño,1959,1026,1478520,387,999533,60,355359,1473,2833412
213,cucuta,norte de santander,1959,466,2043165,375,3425580,71,676255,912,6145000
214,arboledas,norte de santander,1959,427,564861,75,151520,52,128616,554,844997
215,cachira,norte de santander,1959,645,621670,213,335564,20,81341,878,1038575
216,convencion,norte de santander,1959,329,447595,104,485622,56,401036,489,1334253
217,chinacota,norte de santander,1959,240,382250,142,632857,43,241791,425,1256898
218,durania,norte de santander,1959,466,1688600,70,280143,38,160463,574,2129206
219,gramalote,norte de santander,1959,416,611235,142,288301,54,378180,612,1277716
220,ocaña,norte de santander,1959,562,1155095,172,1367631,33,93337,767,2616063
221,pamplona,norte de santander,1959,1033,1980032,433,1408864,63,242036,1529,3630932
222,salazar,norte de santander,1959,344,601442,120,321167,31,237089,495,1159698
223,sardinata,norte de santander,1959,572,881300,148,359938,11,36051,731,1277289
224,toledo,norte de santander,1959,722,719346,162,314653,28,90240,912,1124239
225,bucaramanga,santander,1959,2653,5846830,1291,7272392,147,1197495,4091,14316717
226,barichara,santander,1959,299,361135,90,306196,39,195197,428,862528
227,barrancabermeja,santander,1959,274,359736,183,1166738,0,0,457,1526474
228,cimitarra,santander,1959,153,277687,338,1169989,20,114199,511,1561875
229,concepcion,santander,1959,797,835620,119,362673,34,303234,950,1501527
230,charala,santander,1959,780,989727,259,748957,29,173532,1068,1912216
231,gambita,santander,1959,268,379735,220,456590,1,4404,489,840729
232,malaga,santander,1959,1594,1401088,150,294310,65,338557,1809,2033955
233,matanza,santander,1959,463,423355,126,216542,14,68119,603,708016
234,onzaga,santander,1959,410,403645,164,234765,3,20000,577,658410
235,piedecuesta,santander,1959,488,434405,72,225390,22,113118,582,772913
236,puente nacional,santander,1959,515,491120,538,744349,62,234784,1115,1470253
237,puerto wilches,santander,1959,414,934982,251,851294,2,12738,667,1799014
238,rionegro,santander,1959,420,967329,264,547791,32,219853,716,1734973
239,san andres,santander,1959,911,746740,538,664184,17,121774,1466,1532698
240,san gil,santander,1959,1191,1543442,231,1150430,42,311277,1464,3005149
241,san vicente,santander,1959,394,724280,236,940830,38,234440,668,1899550
242,socorro,santander,1959,794,1644850,398,3097720,85,576492,1277,5319062
243,suaita,santander,1959,862,1339525,180,486101,18,93274,1060,1918900
244,sucre,santander,1959,387,431565,525,883040,3,10000,915,1324605
245,surata,santander,1959,189,198555,106,164010,9,63678,304,426243
246,velez,santander,1959,272,374536,257,719562,74,373107,603,1467205
247,zapatoca,santander,1959,288,481358,121,327622,50,348460,459,1157440
248,ibague,tolima,1959,868,2008707,1144,9357997,357,2057867,2369,13424571
249,alpujarra,tolima,1959,205,339610,64,268501,2,25336,271,633447
250,anzoategui,tolima,1959,220,487407,186,882024,7,34672,413,1404103
251,armero,tolima,1959,290,1389632,228,1420433,38,290354,556,3100419
252,ataco,tolima,1959,189,342670,297,1156077,0,0,486,1498747
253,cajamarca,tolima,1959,342,463710,160,568156,50,236255,552,1268121
254,casabianca,tolima,1959,233,241472,93,111201,7,35407,333,388080
255,cunday,tolima,1959,198,442710,376,1142110,45,243794,619,1828614
256,chaparral,tolima,1959,1335,2604391,3422,11246880,30,203943,4787,14055214
257,dolores,tolima,1959,207,330444,174,381908,7,26922,388,739274
258,espinal,tolima,1959,1025,2811548,190,1763715,206,922180,1421,5497443
259,el guamo,tolima,1959,1668,1962057,287,1057508,166,652928,2121,3672493
260,falan,tolima,1959,207,193889,100,164408,22,88532,329,446829
261,fresno,tolima,1959,393,428940,83,209390,71,250490,547,888820
262,herveo,tolima,1959,257,403904,144,247842,20,123902,421,775648
263,honda,tolima,1959,91,501478,107,1087355,25,217812,223,1806645
264,icononzo,tolima,1959,643,1391938,200,659897,52,279188,895,2331023
265,libano,tolima,1959,918,1742469,636,2093079,172,982394,1726,4817942
266,mariquita,tolima,1959,80,139058,49,204177,16,93109,145,436344
267,melgar,tolima,1959,216,842420,131,1164602,17,192999,364,2200021
268,natagaima,tolima,1959,230,611026,228,906808,17,100966,475,1618800
269,ortega,tolima,1959,466,772225,324,1221497,6,33477,796,2027199
270,purificacion,tolima,1959,757,1450829,809,3625164,102,373244,1668,5449237
271,roncesvalles,tolima,1959,98,194763,253,995489,7,94150,358,1284402
272,rovira,tolima,1959,694,1123990,924,2690263,45,286585,1663,4100838
273,san antonio,tolima,1959,347,686657,187,751102,5,141500,539,1579259
274,san luis,tolima,1959,671,742071,187,632284,8,28148,866,1402503
275,santa isabel,tolima,1959,130,283178,114,402206,17,102327,261,787711
276,venadillo,tolima,1959,182,395057,135,457669,8,41481,325,894207
277,villahermosa,tolima,1959,280,337309,70,114654,25,160016,375,611979
278,villarica,tolima,1959,320,757743,482,1224985,68,159162,870,2141890
279,cali,valle del cauca,1959,870,2527349,837,9856535,226,1409807,1933,13793691
280,alcala,valle del cauca,1959,252,619430,59,302099,4,20110,315,941639
281,bollvar,valle del cauca,1959,256,339714,113,288778,33,148191,402,776683
282,buga,valle del cauca,1959,647,1168986,640,4487441,209,1251381,1496,6907808
283,buenaventura,valle del cauca,1959,26,61000,15,59115,0,0,41,120115
284,caicedonia,valle del cauca,1959,174,720285,95,374013,13,91259,282,1185557
285,cartago,valle del cauca,1959,712,2330278,658,3858387,111,1023310,1481,7211975
286,cerrito,valle del cauca,1959,325,465095,176,981758,163,536136,664,1982989
287,dagua,valle del cauca,1959,389,387152,232,697908,30,136058,651,1221118
288,el aguila,valle del cauca,1959,107,312048,52,118790,11,91687,170,522525
289,el cairo,valle del cauca,1959,404,851471,297,832177,27,269095,728,1952743
290,palmira,valle del cauca,1959,675,1421310,423,3332805,342,1011470,1440,5765585
291,restrepo,valle del cauca,1959,333,437996,144,476257,34,201879,511,1116132
292,roldanillo,valle del cauca,1959,438,662617,184,769779,70,212188,692,1644584
293,sevilla,valle del cauca,1959,454,1061370,264,1089513,73,556941,791,2707824
294,tulua,valle del cauca,1959,498,929108,438,2872767,253,1324160,1189,5126035
295,trujillo,valle del cauca,1959,170,469330,183,678353,110,534951,463,1682634
296,versalles,valle del cauca,1959,495,683056,167,438045,55,465113,717,1586214
297,zarzal,valle del cauca,1959,167,412051,166,1187003,46,188671,379,1787725
298,arauca,arauca,1959,64,159828,698,1036523,0,0,762,1196351
299,tame,arauca,1959,169,500345,765,1653471,4,14300,938,2168116
300,villavicencio,meta,1959,849,2751341,940,5438760,92,780563,1881,8970664
301,acacias,meta,1959,218,552939,417,842824,57,209780,692,1605543
302,granada,meta,1959,95,124861,363,367009,17,78929,475,570799
303,guamal,meta,1959,310,561240,934,1022677,50,216544,1294,1800461
304,puerto lopez,meta,1959,292,367710,201,441093,0,0,493,808803
305,restrepo,meta,1959,606,999452,1074,1395156,24,102199,1704,2496807
306,san martin,meta,1959,222,579331,987,1308952,12,58893,1221,1947176
307,riohacha,guajira,1959,438,782703,117,732433,79,390540,634,1905676
308,barrancas,guajira,1959,252,544539,139,444236,21,90938,412,1079713
309,fonseca,guajira,1959,192,599277,123,689863,17,68378,332,1357518
310,san juan del cesar,guajira,1959,174,771378,302,1630913,5,54598,481,2456889
311,villanueva,guajira,1959,511,1426720,270,1688267,41,256857,822,3371844
312,florencia,caqueta,1959,827,1330268,375,1598826,13,39132,1215,2968226
313,san vicente del caguan,caqueta,1959,205,515794,250,835409,45,178537,500,1529740
314,san andres,san andres y providencia,1959,87,138620,11,19760,0,0,98,158380
315,leticia,amazonas,1959,90,168159,53,219083,0,0,143,387242
316,mitu,vaupes,1959,177,1107197,1,4583,0,0,178,1111780
317,mocoa,putumayo,1959,343,238278,643,842429,54,206413,1040,1287120
318,puerto carreño,vichada,1959,35,70920,15,55705,0,0,50,126625
