,Unnamed: 0,Oficina,Departamento,Anio,CP - Numero,CP - Valor,MP - Numero,MP - Valor,LP - Numero,LP - Valor,T - Numero,T - Valor
0,0,medellin,antioquia,1962,1541,3782358.8055555555,2217,10219936.75,444,1326038.7222222222,4202,15328334.277777778
1,1,abejorral,antioquia,1962,397,291569.3611111111,294,317824.9166666667,13,30038.055555555555,704,639432.3333333334
2,2,amaga,antioquia,1962,439,520038.9722222222,111,304431.27777777775,66,141967.47222222222,616,966437.7222222222
3,3,amalfi,antioquia,1962,205,203724.22222222222,140,300871.6666666667,4,61177.333333333336,349,565773.2222222222
4,4,andes,antioquia,1962,431,599619.75,241,398280.7222222222,111,207052.91666666666,783,1204953.3888888888
5,5,anori,antioquia,1962,82,98689.25,39,49357.13888888889,0,0.0,121,148046.38888888888
6,6,antioquia,antioquia,1962,391,211357.22222222222,125,162061.0,24,85971.36111111111,540,459389.5833333333
7,7,arboletes,antioquia,1962,670,512524.9722222222,207,685220.8888888889,0,0.0,877,1197745.861111111
8,8,armenia,antioquia,1962,175,355034.6111111111,71,215683.25,7,27405.888888888887,253,598123.75
9,9,barbosa,antioquia,1962,614,211847.8611111111,235,164211.97222222222,56,106720.80555555555,905,482780.6388888889
10,10,betania,antioquia,1962,227,332515.27777777775,65,110857.94444444444,9,24386.027777777777,301,467759.25
11,11,betulia,antioquia,1962,253,392292.94444444444,74,189555.66666666666,15,83269.77777777778,342,665118.3888888889
12,12,bolivar,antioquia,1962,225,546691.6666666666,149,412212.69444444444,41,77006.22222222222,415,1035910.5833333334
13,13,cañasgordas,antioquia,1962,390,198573.69444444444,245,177261.3611111111,32,70825.77777777778,667,446660.8333333333
14,14,caucasia,antioquia,1962,602,694636.5277777778,203,1172003.611111111,0,0.0,805,1866640.1388888888
15,15,cisneros,antioquia,1962,238,80122.88888888889,114,204366.91666666666,20,16923.972222222223,372,301413.77777777775
16,16,concordia,antioquia,1962,195,341468.6111111111,45,109549.41666666667,20,49064.833333333336,260,500082.8611111111
17,17,chigorodo,antioquia,1962,285,165676.80555555556,356,483872.4166666667,4,7528.166666666667,645,657077.3888888889
18,18,dabeiba,antioquia,1962,397,376388.9722222222,245,404358.69444444444,5,18273.583333333332,647,799021.25
19,19,fredonia,antioquia,1962,720,2122261.5833333335,209,903396.0555555555,83,219241.44444444444,1012,3244899.0833333335
20,20,frontino,antioquia,1962,372,210768.83333333334,295,473943.4722222222,28,116059.0,695,800771.3055555555
21,21,granada,antioquia,1962,667,246829.6111111111,345,157442.66666666666,9,10393.138888888889,1021,414665.4166666667
22,22,ituango,antioquia,1962,590,496086.44444444444,141,274960.3611111111,12,87918.33333333333,743,858965.1388888889
23,23,jardin,antioquia,1962,155,179453.88888888888,256,410599.5833333333,93,192640.22222222222,504,782693.6944444444
24,24,jerico,antioquia,1962,347,695262.2222222222,205,631144.3611111111,50,106572.52777777778,602,1432979.111111111
25,25,la ceja,antioquia,1962,412,871816.6666666666,417,558889.6388888889,83,186604.75,912,1617311.0555555555
26,26,liborina,antioquia,1962,457,207999.25,167,224497.75,53,72222.61111111111,677,504719.6111111111
27,27,marinilla,antioquia,1962,553,255064.22222222222,243,126765.69444444444,97,118293.08333333333,893,500123.0
28,28,nariño,antioquia,1962,360,202715.55555555556,57,92936.63888888889,40,27412.5,457,323064.69444444444
29,29,puerto berrio,antioquia,1962,120,211240.58333333334,181,708839.5555555555,1,340.0,302,920420.1388888889
30,30,remedios,antioquia,1962,210,227145.97222222222,261,504092.9722222222,9,31550.583333333332,480,762789.5277777778
31,31,rionegro,antioquia,1962,506,264661.19444444444,709,495883.3888888889,137,264759.4166666667,1352,1025304.0
32,32,salgar,antioquia,1962,145,366183.77777777775,154,475243.5,27,95588.16666666667,326,937015.4444444444
33,33,san carlos,antioquia,1962,392,260553.33333333334,466,289318.27777777775,1,778.2222222222222,859,550649.8333333334
34,34,san roque,antioquia,1962,313,137944.6111111111,295,403075.19444444444,34,142116.69444444444,642,683136.5
35,35,santa barbara,antioquia,1962,358,331409.80555555556,113,145299.94444444444,42,78839.38888888889,513,555549.1388888889
36,36,santa rosa de osos,antioquia,1962,202,239361.88888888888,417,838420.1666666666,9,13765.75,628,1091547.8055555555
37,37,santuario,antioquia,1962,841,393546.2222222222,423,219510.6111111111,52,82640.30555555555,1316,695697.1388888889
38,38,sonson,antioquia,1962,512,303923.1666666667,74,91812.27777777778,68,73483.91666666667,654,469219.3611111111
39,39,sopetran,antioquia,1962,469,290269.3333333333,182,409974.3611111111,105,188555.97222222222,756,888799.6666666666
40,40,tamesis,antioquia,1962,669,538897.6388888889,214,329904.8333333333,80,120636.25,963,989438.7222222222
41,41,titiribl,antioquia,1962,136,374618.1388888889,63,374736.6666666667,13,36307.277777777774,212,785662.0833333334
42,42,turbo,antioquia,1962,503,373207.6111111111,244,544772.0833333334,0,0.0,747,917979.6944444444
43,43,urrao,antioquia,1962,393,432358.6388888889,390,599779.8333333334,79,109351.55555555555,862,1141490.0277777778
44,44,yarumal,antioquia,1962,616,382502.8333333333,369,1005802.6388888889,108,221098.22222222222,1093,1609403.6944444445
45,45,yolombo,antioquia,1962,204,133532.63888888888,117,339735.55555555556,6,18747.694444444445,327,492015.8888888889
46,46,barranquilla,atlantico,1962,1216,2121680.75,749,4203937.083333333,100,222034.63888888888,2065,6547652.472222222
47,47,sabanalarga,atlantico,1962,996,357003.30555555556,346,720366.9722222222,19,31357.444444444445,1361,1108727.7222222222
48,48,santo tomas,atlantico,1962,746,389292.9166666667,108,270880.8333333333,1,6611.111111111111,855,666784.8611111111
49,49,cartagena,bolivar,1962,1418,1963239.8055555555,1025,4781876.166666667,114,574098.9722222222,2557,7319214.944444444
50,50,calamar,bolivar,1962,1289,1201835.7777777778,568,2112972.5,8,134441.66666666666,1865,3449249.9444444445
51,51,corozal,bolivar,1962,186,512895.19444444444,416,2065066.5,93,239061.08333333334,695,2817022.7777777775
52,52,el carmen,bolivar,1962,480,473775.8333333333,362,1265692.5,94,236273.08333333334,936,1975741.4166666667
53,53,magangue,bolivar,1962,495,596368.9722222222,379,1473443.361111111,11,40894.444444444445,885,2110706.7777777775
54,54,maria la baja,bolivar,1962,484,343838.2222222222,203,565914.8888888889,16,69434.61111111111,703,979187.7222222222
55,55,majagual,bolivar,1962,684,668297.3888888889,163,395456.3611111111,0,0.0,847,1063753.75
56,56,mompos,bolivar,1962,695,1327859.611111111,685,2603378.111111111,18,38913.47222222222,1398,3970151.1944444445
57,57,ovejas,bolivar,1962,398,346800.0,256,812071.5833333334,27,66335.41666666667,681,1225207.0
58,58,san jacinto,bolivar,1962,247,120810.02777777778,91,309714.5,38,88927.47222222222,376,519452.0
