,Cod Dep,cod_mpio,Oficina,Departamento,Anio,Poblacion,CP - Numero,CP - Valor,MP - Numero,MP - Valor,LP - Numero,LP - Valor,T - Numero,T - Valor
0,91,91001,leticia,amazonas,1956,2416.27,26,1745.05,19,1159.91,0,0.0,45,2904.96
1,5,5002,abejorral,antioquia,1956,26329.82,340,1293.16,76,266.15,0,0.0,416,1559.32
2,5,5031,amalfi,antioquia,1956,9012.04,636,7314.24,277,7728.73,0,0.0,913,15042.97
3,5,5034,andes,antioquia,1956,28713.87,332,2190.19,305,3205.84,0,0.0,637,5396.04
4,5,5042,antioquia,antioquia,1956,11922.6,270,1595.57,33,795.17,0,0.0,303,2390.75
5,5,5093,betulia,antioquia,1956,8113.33,213,4122.42,58,2822.14,0,0.0,271,7041.27
6,5,5101,bolivar,antioquia,1956,16177.8,358,7178.57,158,7444.8,0,0.0,516,14623.37
7,5,5138,cañasgordas,antioquia,1956,8753.31,1031,7750.78,431,7380.06,0,0.0,1462,15130.84
8,5,5190,cisneros,antioquia,1956,4474.74,269,2465.82,52,1935.75,0,0.0,321,4401.57
9,5,5209,concordia,antioquia,1956,11532.01,214,2860.14,62,2483.19,0,0.0,276,5343.33
10,5,5282,fredonia,antioquia,1956,17010.25,696,9530.56,90,3322.97,0,0.0,786,12853.53
11,5,5284,frontino,antioquia,1956,10451.07,772,7525.57,562,11708.08,0,0.0,1334,19233.65
12,5,5313,granada,antioquia,1956,9900.94,902,4121.51,216,2366.37,0,0.0,1118,6487.89
13,5,5361,ituango,antioquia,1956,15586.42,764,4412.5,201,2780.86,0,0.0,965,7193.37
14,5,5364,jardin,antioquia,1956,9041.78,141,1767.87,179,5116.3,0,0.0,320,6884.17
15,5,5368,jerico,antioquia,1956,13853.38,304,4889.61,157,3056.76,0,0.0,461,7946.37
16,5,5376,la ceja,antioquia,1956,9554.05,255,2871.44,285,7107.56,0,0.0,540,9978.99
17,5,5411,liborina,antioquia,1956,7787.39,491,4799.4,159,3355.14,0,0.0,650,8154.53
18,5,5440,marinilla,antioquia,1956,11519.1,932,4306.24,489,2994.04,0,0.0,1421,7300.28
19,5,5001,medellin,antioquia,1956,352971.29,1874,694.0,1922,2500.14,0,0.0,3796,3194.14
20,5,5604,remedios,antioquia,1956,5601.53,58,1211.47,116,5437.43,0,0.0,174,6648.9
21,5,5615,rionegro,antioquia,1956,18792.93,299,809.48,287,2213.53,0,0.0,586,3023.01
22,5,5642,salgar,antioquia,1956,13674.84,171,3631.65,86,4336.07,0,0.0,257,7967.72
23,5,5670,san roque,antioquia,1956,11944.72,226,984.99,67,1383.9,0,0.0,293,2368.88
24,5,5679,santa barbara,antioquia,1956,16509.8,203,1833.06,83,1699.56,0,0.0,286,3532.62
25,5,5686,santa rosa de osos,antioquia,1956,16180.68,164,979.05,451,5105.86,0,0.0,615,6084.92
26,5,5756,sonson,antioquia,1956,29101.54,665,1414.25,112,599.23,0,0.0,777,2013.48
27,5,5761,sopetran,antioquia,1956,11551.44,625,3850.54,129,4103.95,0,0.0,754,7954.49
28,5,5789,tamesis,antioquia,1956,13908.36,757,4274.85,242,3114.79,0,0.0,999,7389.64
29,5,5837,turbo,antioquia,1956,6062.91,288,3063.23,185,7884.71,0,0.0,473,10947.94
30,5,5847,urrao,antioquia,1956,15750.83,393,1986.25,224,3257.32,0,0.0,617,5243.58
31,5,5887,yarumal,antioquia,1956,20505.68,872,3074.41,540,5920.49,0,0.0,1412,8994.9
32,5,5890,yolombo,antioquia,1956,18554.11,435,2307.72,118,3011.78,0,0.0,553,5319.5
33,81,81001,arauca,arauca,1956,6050.36,101,2282.48,935,21733.41,0,0.0,1036,24015.89
34,81,81794,tame,arauca,1956,36558.49,88,357.02,882,3262.49,0,0.0,970,3619.51
35,8,8001,barranquilla,atlantico,1956,276122.46,928,571.08,543,1190.73,0,0.0,1471,1761.81
36,8,8638,sabanalarga,atlantico,1956,18187.04,946,2553.12,229,2835.77,0,0.0,1175,5388.89
37,13,13140,calamar,bolivar,1956,11282.52,336,3742.62,250,8878.79,0,0.0,586,12621.41
38,13,13001,cartagena,bolivar,1956,128431.21,929,938.09,682,2788.19,0,0.0,1611,3726.28
39,13,70215,corozal,bolivar,1956,15052.41,128,1177.78,409,10013.72,0,0.0,537,11191.5
40,13,13244,el carmen,bolivar,1956,22920.33,112,540.78,299,5371.94,0,0.0,411,5912.72
41,13,13430,magangue,bolivar,1956,36626.82,397,1192.77,496,4580.93,0,0.0,893,5773.69
42,13,13442,maria la baja,bolivar,1956,6482.31,395,3145.96,191,9514.34,0,0.0,586,12660.3
43,13,13468,mompos,bolivar,1956,13221.72,231,4174.5,554,12750.21,0,0.0,785,16924.71
44,13,70508,ovejas,bolivar,1956,9086.81,70,879.87,134,5398.74,0,0.0,204,6278.61
45,13,13657,san juan nepomuceno,bolivar,1956,10219.46,138,793.68,282,7900.42,0,0.0,420,8694.1
