,Cod Dep,cod_mpio,Oficina,Departamento,Anio,Poblacion,CP - Numero,CP - Valor,MP - Numero,MP - Valor,LP - Numero,LP - Valor,T - Numero,T - Valor
0,5,5002,abejorral,antioquia,1953,27706.47,347,1226.01,21,99.52,0,0.0,368,1325.52
1,5,5034,andes,antioquia,1953,29882.56,470,2281.74,288,1993.26,0,0.0,758,4274.99
2,5,5101,bolivar,antioquia,1953,13706.41,378,7996.58,39,1017.21,0,0.0,417,9013.8
3,5,5209,concordia,antioquia,1953,11311.6,342,4476.23,28,541.91,0,0.0,370,5018.14
4,5,5282,fredonia,antioquia,1953,16017.46,411,6981.41,46,1250.15,0,0.0,457,8231.56
5,5,5284,frontino,antioquia,1953,8551.7,583,5689.71,94,4310.04,0,0.0,677,9999.75
6,5,5313,granada,antioquia,1953,9298.26,858,4090.24,58,946.97,0,0.0,916,5037.2
7,5,5361,ituango,antioquia,1953,15085.17,598,3030.62,211,1525.88,0,0.0,809,4556.51
8,5,5368,jerico,antioquia,1953,12913.74,317,4761.83,75,1558.77,0,0.0,392,6320.6
9,5,5411,liborina,antioquia,1953,7639.82,641,5133.59,93,1727.16,0,0.0,734,6859.55
10,5,5440,marinilla,antioquia,1953,11053.13,431,1821.91,71,835.78,0,0.0,502,2657.7
11,5,5001,medellin,antioquia,1953,297984.59,2003,1012.38,959,800.17,0,0.0,2962,1812.55
12,5,5615,rionegro,antioquia,1953,17456.64,417,1774.18,122,2102.7,0,0.0,539,3876.88
13,5,5686,santa rosa de osos,antioquia,1953,15902.67,122,597.75,385,4744.37,0,0.0,507,5342.13
14,5,5756,sonson,antioquia,1953,26209.54,830,1916.68,119,609.19,0,0.0,949,2525.87
15,5,5761,sopetran,antioquia,1953,10532.73,652,3581.93,62,1640.81,0,0.0,714,5222.74
16,5,5789,tamesis,antioquia,1953,13445.18,721,4885.42,280,2754.57,0,0.0,1001,7639.99
17,5,5837,turbo,antioquia,1953,4259.03,239,2827.62,63,5171.86,0,0.0,302,7999.48
18,5,5847,urrao,antioquia,1953,14652.83,155,1345.96,33,439.96,0,0.0,188,1785.93
19,5,5887,yarumal,antioquia,1953,19338.38,772,2998.14,444,5550.51,0,0.0,1216,8548.65
20,5,5890,yolombo,antioquia,1953,16276.22,722,2666.09,189,3659.95,0,0.0,911,6326.04
21,81,81001,arauca,arauca,1953,6204.76,127,2809.42,81,3560.48,0,0.0,208,6369.9
22,8,8001,barranquilla,atlantico,1953,243040.26,1270,864.52,328,629.71,0,0.0,1598,1494.23
23,13,13140,calamar,bolivar,1953,10740.69,185,1962.82,166,5984.18,0,0.0,351,7946.99
24,13,13001,cartagena,bolivar,1953,111641.31,740,742.0,363,1674.52,0,0.0,1103,2416.52
25,13,70215,corozal,bolivar,1953,13724.06,380,2741.62,691,12936.63,0,0.0,1071,15678.25
26,13,13244,el carmen,bolivar,1953,20876.99,222,935.2,371,5342.81,0,0.0,593,6278.01
27,13,13430,magangue,bolivar,1953,32135.11,443,1295.24,527,4098.87,0,0.0,970,5394.11
28,13,13442,maria la baja,bolivar,1953,5848.14,474,3416.3,123,5523.65,0,0.0,597,8939.96
29,13,13468,mompos,bolivar,1953,11810.62,235,2690.86,374,8591.74,0,0.0,609,11282.6
30,13,70708,san marcos,bolivar,1953,10005.38,229,2784.39,99,4183.59,0,0.0,328,6967.98
31,13,70713,san onofre,bolivar,1953,14803.43,472,1991.83,109,2343.62,0,0.0,581,4335.45
32,13,70001,sincelejo,bolivar,1953,27608.69,489,1346.33,344,5416.36,0,0.0,833,6762.69
33,15,15176,chiquinquira,boyaca,1953,18133.46,2838,13094.94,246,3671.48,0,0.0,3084,16766.42
34,15,15238,duitama,boyaca,1953,16885.59,2159,11818.58,118,2061.88,0,0.0,2277,13880.46
35,15,15244,el cocuy,boyaca,1953,8314.03,1410,10451.96,123,1954.54,0,0.0,1533,12406.49
36,15,15299,garagoa,boyaca,1953,8096.58,1312,11847.38,228,4168.9,0,0.0,1540,16016.28
37,15,15322,guateque,boyaca,1953,6772.45,1041,8409.84,85,1734.7,0,0.0,1126,10144.54
38,15,15325,guayata,boyaca,1953,6622.66,555,4633.77,26,585.74,0,0.0,581,5219.51
39,15,15407,leiva,boyaca,1953,3321.87,1176,22555.36,163,13861.93,0,0.0,1339,36417.29
40,15,15455,miraflores,boyaca,1953,6800.35,120,1734.29,83,1730.41,0,0.0,203,3464.7
41,15,15469,moniquira,boyaca,1953,13032.55,1832,8571.82,282,4225.43,0,0.0,2114,12797.25
42,15,15531,pauna,boyaca,1953,2424.98,844,25345.06,120,6844.21,0,0.0,964,32189.27
43,15,15542,pesca,boyaca,1953,12406.77,1564,6760.64,96,1491.48,0,0.0,1660,8252.11
44,15,15755,puebloviejo,boyaca,1953,10267.92,827,3394.34,11,172.89,0,0.0,838,3567.23
45,15,15599,ramiriqui,boyaca,1953,6541.8,1124,11733.62,632,8236.18,0,0.0,1756,19969.8
46,15,15753,soata,boyaca,1953,7927.56,2388,23235.53,142,3693.13,0,0.0,2530,26928.66
47,15,15757,socha,boyaca,1953,6025.79,890,10551.75,67,2163.12,0,0.0,957,12714.87
48,15,15759,sogamoso,boyaca,1953,24704.83,2525,7112.78,147,2057.48,0,0.0,2672,9170.26
49,15,15001,tunja,boyaca,1953,25546.17,3464,16007.88,670,5947.39,0,0.0,4134,21955.27
50,17,17013,aguadas,caldas,1953,17268.2,711,4723.38,85,1590.22,0,0.0,796,6313.61
51,17,17042,anserma,caldas,1953,21276.87,621,2864.08,166,1078.27,0,0.0,787,3942.35
52,17,66045,apia,caldas,1953,16739.55,440,4219.14,267,2888.75,0,0.0,707,7107.89
53,17,63001,armenia,caldas,1953,62936.04,977,2576.11,376,1521.95,0,0.0,1353,4098.06
54,17,17088,belalcazar,caldas,1953,6519.89,171,4690.8,30,1365.62,0,0.0,201,6056.42
55,17,63130,calarca,caldas,1953,56412.91,529,1914.34,227,807.6,0,0.0,756,2720.33
56,17,63272,filandia,caldas,1953,10853.96,362,2942.46,102,975.01,0,0.0,464,3917.47
57,17,17380,la dorada,caldas,1953,4224.45,198,14823.36,220,31582.36,0,0.0,418,46405.72
58,17,17001,manizales,caldas,1953,109657.96,652,979.66,208,850.38,0,0.0,860,1830.04
59,17,17433,manzanares,caldas,1953,14084.32,1033,6761.27,128,1815.95,0,0.0,1161,8577.21
60,17,66440,marsella,caldas,1953,13338.71,243,2126.46,101,813.0,0,0.0,344,2939.45
61,17,17541,pensilvania,caldas,1953,24711.68,936,3228.63,215,984.41,0,0.0,1151,4176.15
62,17,66001,pereira,caldas,1953,98361.98,511,817.09,319,1342.94,0,0.0,830,2160.03
63,17,63548,pijao,caldas,1953,1985.58,176,25288.9,77,11872.41,0,0.0,253,37161.31
64,17,17614,riosucio,caldas,1953,28453.82,1267,2177.42,130,1001.1,0,0.0,1397,3178.52
65,17,17653,salamina,caldas,1953,19071.02,950,4093.44,368,3973.03,0,0.0,1318,8066.46
66,17,66682,santa rosa de cabal,caldas,1953,20085.97,617,2951.12,388,3134.2,0,0.0,1005,6085.32
67,17,66687,santuario,caldas,1953,11719.29,438,6339.82,146,2391.48,0,0.0,584,8731.3
68,18,18001,florencia,caqueta,1953,16382.3,1004,4611.16,407,5722.27,0,0.0,1411,10333.43
69,19,19100,bolivar,cauca,1953,22062.96,646,2831.91,242,1320.62,0,0.0,888,4152.53
70,19,19142,caloto,cauca,1953,13990.03,456,2804.36,144,2519.66,0,0.0,600,5324.02
71,19,19256,el tambo,cauca,1953,14886.83,797,2550.57,132,1181.75,0,0.0,929,3732.32
72,19,19001,popayan,cauca,1953,38810.24,2460,5595.14,391,4324.76,0,0.0,2851,9919.9
73,19,19573,puerto tejada,cauca,1953,9813.57,402,3257.57,74,3357.93,0,0.0,476,6615.5
74,19,19698,santander,cauca,1953,14167.67,693,3667.99,156,2590.92,0,0.0,849,6258.91
75,27,27001,quibdo,choco,1953,16107.77,147,242.46,15,163.94,0,0.0,162,406.4
76,23,23068,ayapel,cordoba,1953,9153.68,273,4252.74,210,7001.56,0,0.0,483,11254.3
77,23,23162,cerete,cordoba,1953,10739.78,525,8212.96,277,7635.34,0,0.0,802,15848.3
78,23,23417,lorica,cordoba,1953,19128.0,1303,6320.03,212,4694.7,0,0.0,1515,11014.74
79,23,23001,monteria,cordoba,1953,51952.64,624,2127.58,188,2275.49,0,0.0,812,4403.08
80,23,23660,sahagun,cordoba,1953,18936.03,431,1822.16,426,6065.43,0,0.0,857,7887.59
81,23,23807,tierralta,cordoba,1953,8700.08,199,2693.45,28,1165.7,0,0.0,227,3859.16
82,25,25040,anolaima,cundinamarca,1953,15069.93,749,5166.72,140,2031.62,0,0.0,889,7198.34
83,25,25053,arbelaez,cundinamarca,1953,7316.24,628,6845.95,86,3732.24,0,0.0,714,10578.19
84,25,11001,bogota,cundinamarca,1953,599591.6,1161,527.57,768,847.19,0,0.0,1929,1374.75
85,25,25151,caqueza,cundinamarca,1953,10560.18,685,4741.35,49,679.84,0,0.0,734,5421.19
86,25,25175,chia,cundinamarca,1953,8109.15,176,2743.49,65,1610.5,0,0.0,241,4353.99
87,25,25183,choconta,cundinamarca,1953,8974.14,1562,13894.29,131,2813.11,0,0.0,1693,16707.41
88,25,25269,facatativa,cundinamarca,1953,14921.99,956,8524.05,160,4267.1,0,0.0,1116,12791.15
89,25,25279,fomeque,cundinamarca,1953,8583.59,472,4225.43,268,4488.8,0,0.0,740,8713.17
90,25,25290,fusagasuga,cundinamarca,1953,17410.81,1010,5294.98,148,2324.12,0,0.0,1158,7619.1
91,25,25297,gacheta,cundinamarca,1953,12181.92,2056,12206.44,141,2221.21,0,0.0,2197,14427.65
92,25,25307,girardot,cundinamarca,1953,33959.87,439,2079.81,118,1930.74,0,0.0,557,4010.55
93,25,25322,guasca,cundinamarca,1953,4612.78,202,4316.57,34,1178.18,0,0.0,236,5494.76
94,25,25326,guatavita,cundinamarca,1953,4044.31,391,9741.06,70,3257.54,0,0.0,461,12998.6
