,Cod Dep,cod_mpio,Oficina,Departamento,Anio,Poblacion,CP - Numero,CP - Valor,MP - Numero,MP - Valor,LP - Numero,LP - Valor,T - Numero,T - Valor
0,91,91001,leticia,amazonas,1957,2426.91,48,36.52,37,21.63,0,0.0,85,58.15
1,5,5002,abejorral,antioquia,1957,25886.31,302,10.69,82,4.61,0,0.0,384,15.3
2,5,5031,amalfi,antioquia,1957,9205.06,660,75.43,273,60.46,0,0.0,933,135.89
3,5,5034,andes,antioquia,1957,28334.56,349,22.32,298,34.03,0,0.0,647,56.35
4,5,5042,antioquia,antioquia,1957,12490.43,336,15.42,41,7.27,0,0.0,377,22.68
5,5,5093,betulia,antioquia,1957,8365.27,194,35.38,61,28.35,0,0.0,255,63.73
6,5,5101,bolivar,antioquia,1957,17096.93,289,43.97,238,77.2,0,0.0,527,121.17
7,5,5138,cañasgordas,antioquia,1957,9157.28,654,45.88,357,58.7,0,0.0,1011,104.57
8,5,5190,cisneros,antioquia,1957,4558.13,303,24.12,108,53.37,0,0.0,411,77.5
9,5,5209,concordia,antioquia,1957,11606.43,180,26.25,59,22.04,0,0.0,239,48.29
10,5,5282,fredonia,antioquia,1957,17354.67,727,81.45,138,38.8,0,0.0,865,120.25
11,5,5284,frontino,antioquia,1957,11173.7,544,40.27,484,79.63,0,0.0,1028,119.9
12,5,5313,granada,antioquia,1957,10110.39,820,33.02,336,30.5,0,0.0,1156,63.52
13,5,5361,ituango,antioquia,1957,15757.17,687,36.51,164,19.82,0,0.0,851,56.33
14,5,5364,jardin,antioquia,1957,9239.93,140,15.97,194,49.06,0,0.0,334,65.03
15,5,5368,jerico,antioquia,1957,14181.54,282,39.7,151,29.28,0,0.0,433,68.98
16,5,5376,la ceja,antioquia,1957,9885.8,282,25.79,387,74.98,0,0.0,669,100.77
17,5,5411,liborina,antioquia,1957,7837.21,435,35.88,181,45.5,0,0.0,616,81.38
18,5,5440,marinilla,antioquia,1957,11678.75,475,18.86,232,17.25,0,0.0,707,36.11
19,5,5001,medellin,antioquia,1957,373469.01,1798,5.08,2066,21.23,0,0.0,3864,26.31
20,5,5604,remedios,antioquia,1957,5700.7,96,17.88,113,40.13,0,0.0,209,58.01
21,5,5615,rionegro,antioquia,1957,19260.72,369,7.3,291,19.11,0,0.0,660,26.41
22,5,5642,salgar,antioquia,1957,13672.61,129,24.4,127,51.45,0,0.0,256,75.85
23,5,5670,san roque,antioquia,1957,12347.79,210,5.63,134,19.57,0,0.0,344,25.2
24,5,5679,santa barbara,antioquia,1957,16595.94,188,14.66,83,12.12,0,0.0,271,26.78
25,5,5686,santa rosa de osos,antioquia,1957,16274.42,142,6.05,427,42.14,0,0.0,569,48.18
26,5,5697,santuario,antioquia,1957,11637.42,580,22.02,324,14.76,0,0.0,904,36.78
27,5,5756,sonson,antioquia,1957,30134.79,627,11.77,81,3.57,0,0.0,708,15.34
28,5,5761,sopetran,antioquia,1957,11912.45,580,25.11,193,42.96,0,0.0,773,68.07
29,5,5789,tamesis,antioquia,1957,14066.27,617,44.18,199,27.23,0,0.0,816,66.76
30,5,5837,turbo,antioquia,1957,6820.31,230,17.4,185,51.42,0,0.0,415,68.82
31,5,5847,urrao,antioquia,1957,16134.82,316,17.49,202,27.58,0,0.0,518,45.07
32,5,5887,yarumal,antioquia,1957,20910.23,781,24.16,492,56.76,0,0.0,1273,80.92
33,5,5890,yolombo,antioquia,1957,19382.16,331,18.33,104,27.54,0,0.0,435,45.87
34,81,81001,arauca,arauca,1957,5999.75,91,17.42,790,148.04,0,0.0,881,165.46
35,81,81794,tame,arauca,1957,39340.55,83,2.11,813,24.33,0,0.0,896,26.44
36,8,8001,barranquilla,atlantico,1957,288121.88,1161,5.08,553,8.72,0,0.0,1714,13.8
37,8,8638,sabanalarga,atlantico,1957,18677.35,1086,21.16,290,31.21,0,0.0,1376,52.37
38,13,13140,calamar,bolivar,1957,11469.14,397,31.47,276,73.45,0,0.0,673,104.93
39,13,13001,cartagena,bolivar,1957,134571.3,1025,6.96,757,23.64,0,0.0,1782,30.6
40,13,70215,corozal,bolivar,1957,15523.18,154,11.14,452,84.02,0,0.0,606,95.16
41,13,13244,el carmen,bolivar,1957,23644.96,142,7.38,339,51.26,0,0.0,481,58.37
42,13,13430,magangue,bolivar,1957,38259.48,422,9.82,502,37.12,0,0.0,924,47.01
43,13,13442,maria la baja,bolivar,1957,6708.63,295,22.93,185,74.83,0,0.0,480,97.86
44,13,13468,mompos,bolivar,1957,13728.6,209,35.32,588,108.69,0,0.0,797,144.01
45,13,70508,ovejas,bolivar,1957,9358.3,81,12.14,158,45.18,0,0.0,239,57.73
46,13,13657,san juan nepomuceno,bolivar,1957,10466.04,209,11.73,263,66.07,0,0.0,472,77.8
47,13,70708,san marcos,bolivar,1957,11095.88,190,18.54,258,94.54,0,0.0,448,113.08
48,13,70713,san onofre,bolivar,1957,16412.63,304,11.56,235,35.61,0,0.0,539,47.18
49,13,70742,since,bolivar,1957,9888.73,381,36.31,509,99.11,0,0.0,890,135.42
50,13,70001,sincelejo,bolivar,1957,32335.72,701,30.67,559,77.78,0,0.0,1260,108.45
51,13,70771,sucre,bolivar,1957,13206.43,90,9.07,252,41.79,0,0.0,342,50.85
52,15,15176,chiquinquira,boyaca,1957,18908.37,1527,66.87,484,46.41,0,0.0,2011,113.28
53,15,15238,duitama,boyaca,1957,23147.16,925,31.26,193,22.69,0,0.0,1118,53.95
54,15,15244,el cocuy,boyaca,1957,8264.3,990,74.73,366,79.48,0,0.0,1356,154.21
55,15,15248,el espino,boyaca,1957,4358.24,676,75.5,84,29.64,0,0.0,760,105.14
56,15,15299,garagoa,boyaca,1957,8438.17,1203,100.95,370,62.31,0,0.0,1573,163.25
57,15,15322,guateque,boyaca,1957,7019.94,1061,78.64,135,25.84,0,0.0,1196,104.48
58,15,15325,guayata,boyaca,1957,6894.04,962,86.89,67,11.85,0,0.0,1029,98.74
59,15,15403,la uvita,boyaca,1957,7658.74,944,78.49,162,26.11,0,0.0,1106,104.6
60,15,15407,leiva,boyaca,1957,3746.39,735,110.25,183,76.28,0,0.0,918,186.53
61,15,15455,miraflores,boyaca,1957,6808.58,825,108.03,1652,204.09,0,0.0,2477,312.12
62,15,15469,moniquira,boyaca,1957,13495.64,1059,46.95,219,31.01,0,0.0,1278,77.96
63,15,85230,orocue,boyaca,1957,3514.57,57,13.97,158,42.74,0,0.0,215,56.7
64,15,15531,pauna,boyaca,1957,3800.67,843,126.73,153,43.98,0,0.0,996,170.71
