,Cod Dep,cod_mpio,Oficina,Departamento,Anio,Poblacion,CP - Numero,CP - Valor,MP - Numero,MP - Valor,LP - Numero,LP - Valor,T - Numero,T - Valor
0,91,91001,leticia,amazonas,1958,2437.6,50,23.7,52,42.66,9,11.48,111,77.84
1,5,5002,abejorral,antioquia,1958,25450.27,306,9.96,73,4.64,12,3.25,391,17.85
2,5,5031,amalfi,antioquia,1958,9402.21,496,53.05,228,47.36,1,0.22,725,100.63
3,5,5034,andes,antioquia,1958,27960.25,319,22.36,172,18.46,113,16.52,604,57.34
4,5,5093,betulia,antioquia,1958,8625.02,191,37.11,57,26.81,8,4.75,256,68.68
5,5,5101,bolivar,antioquia,1958,18068.28,314,44.74,163,31.14,70,25.64,547,101.51
6,5,5138,cañasgordas,antioquia,1958,9579.89,659,46.24,315,35.43,39,16.25,1013,97.92
7,5,5190,cisneros,antioquia,1958,4643.08,300,21.22,104,38.36,39,17.61,443,77.18
8,5,5209,concordia,antioquia,1958,11681.33,167,29.14,39,12.24,27,8.0,233,49.38
9,5,5282,fredonia,antioquia,1958,17706.07,807,94.45,157,34.32,119,13.92,1083,142.69
10,5,5284,frontino,antioquia,1958,11946.29,542,42.62,373,52.23,27,8.45,942,103.3
11,5,5313,granada,antioquia,1958,10324.27,877,39.6,377,30.74,8,1.45,1262,71.79
12,5,5361,ituango,antioquia,1958,15929.8,631,32.31,134,16.46,3,0.91,768,49.69
13,5,5364,jardin,antioquia,1958,9442.41,130,15.56,163,39.45,51,13.45,344,68.45
14,5,5368,jerico,antioquia,1958,14517.48,252,39.25,108,15.52,63,9.97,423,64.75
15,5,5376,la ceja,antioquia,1958,10229.07,323,39.78,338,41.63,74,24.77,735,106.18
16,5,5411,liborina,antioquia,1958,7887.35,440,35.15,164,35.46,60,19.21,664,89.82
17,5,5440,marinilla,antioquia,1958,11840.61,523,19.3,286,16.26,136,22.04,945,57.61
18,5,5001,medellin,antioquia,1958,395157.07,1729,5.67,1680,15.94,509,5.03,3918,26.64
19,5,5579,puerto berrio,antioquia,1958,15473.67,44,8.71,55,21.24,0,0.0,99,29.95
20,5,5604,remedios,antioquia,1958,5801.63,109,24.06,94,49.44,5,2.88,208,76.38
21,5,5615,rionegro,antioquia,1958,19740.15,344,6.65,332,15.4,68,8.1,744,30.15
22,5,5642,salgar,antioquia,1958,13670.38,113,24.72,105,27.16,40,21.05,258,72.92
23,5,5670,san roque,antioquia,1958,12764.47,212,5.98,149,20.98,29,4.05,390,31.01
24,5,5679,santa barbara,antioquia,1958,16682.53,216,16.49,58,5.22,47,7.29,321,29.0
25,5,5686,santa rosa de osos,antioquia,1958,16368.7,106,4.97,435,49.85,13,2.62,554,57.44
26,5,5042,santafe de antioquia,antioquia,1958,13085.3,367,17.6,59,9.92,26,4.81,452,32.33
27,5,5697,santuario,antioquia,1958,11804.03,511,21.03,327,14.2,57,7.26,895,42.49
28,5,5756,sonson,antioquia,1958,31204.72,664,13.56,60,2.68,121,5.73,845,21.97
29,5,5761,sopetran,antioquia,1958,12284.75,667,30.31,140,21.09,77,20.66,884,72.06
30,5,5789,tamesis,antioquia,1958,14225.97,558,36.06,133,19.84,118,21.87,809,77.77
31,5,5837,turbo,antioquia,1958,7672.33,288,28.49,198,64.69,0,0.0,486,93.18
32,5,5847,urrao,antioquia,1958,16528.17,340,15.87,225,29.38,81,10.58,646,55.83
33,5,5887,yarumal,antioquia,1958,21322.77,780,25.38,446,51.29,132,20.86,1358,97.53
34,5,5890,yolombo,antioquia,1958,20247.18,241,9.59,81,20.15,5,0.41,327,30.15
35,81,81001,arauca,arauca,1958,5949.57,70,15.09,721,105.17,0,0.0,791,120.26
36,81,81794,tame,arauca,1958,42334.32,101,2.87,781,21.48,0,0.0,882,24.35
37,8,8001,barranquilla,atlantico,1958,300642.75,1368,6.86,510,7.9,120,1.63,1998,16.39
38,8,8638,sabanalarga,atlantico,1958,19180.88,1339,23.42,307,33.29,25,4.38,1671,61.09
39,13,13140,calamar,bolivar,1958,11658.85,732,43.92,276,70.05,4,3.15,1012,117.12
40,13,13001,cartagena,bolivar,1958,141004.94,1318,9.26,786,23.36,93,3.98,2197,36.6
41,13,70215,corozal,bolivar,1958,16008.67,144,7.37,398,66.29,82,16.26,624,89.92
42,13,13244,el carmen,bolivar,1958,24392.49,211,6.96,291,33.93,124,24.22,626,65.11
43,13,13430,magangue,bolivar,1958,39964.92,501,11.83,516,44.3,20,2.13,1037,58.26
44,13,13442,maria la baja,bolivar,1958,6942.85,268,18.64,178,65.19,3,2.76,449,86.59
45,13,13468,mompos,bolivar,1958,14254.92,257,38.41,608,120.46,19,5.05,884,163.93
46,13,70508,ovejas,bolivar,1958,9637.91,84,13.67,164,39.35,31,13.45,279,66.46
47,13,13657,san juan nepomuceno,bolivar,1958,10718.57,288,16.2,323,61.86,63,20.48,674,98.54
48,13,70713,san onofre,bolivar,1958,16841.55,629,23.56,271,39.94,1,0.14,901,63.64
49,13,70742,since,bolivar,1958,10133.1,421,48.05,488,93.0,72,20.16,981,161.21
50,13,70001,sincelejo,bolivar,1958,33638.9,967,34.43,474,69.73,47,9.54,1488,113.69
