,Cod Dep,cod_mpio,Oficina,Departamento,Anio,Poblacion,CP - Numero,CP - Valor,MP - Numero,MP - Valor,LP - Numero,LP - Valor,T - Numero,T - Valor
0,91,91001,leticia,amazonas,1962,2480.85,141,79.73,54,36.34,0,0.0,195,116.07
1,5,5002,abejorral,antioquia,1962,23778.32,397,12.26,294,13.37,13,1.26,704,26.89
2,5,5030,amaga,antioquia,1962,12036.26,439,43.21,111,25.29,66,11.79,616,80.29
3,5,5031,amalfi,antioquia,1962,10233.94,205,19.91,140,29.4,4,5.98,349,55.28
4,5,5034,andes,antioquia,1962,26511.83,431,22.62,241,15.02,111,7.81,783,45.45
5,5,5040,anori,antioquia,1962,8056.47,82,12.25,39,6.13,0,0.0,121,18.38
6,5,5042,antioquia,antioquia,1962,15761.9,391,13.41,125,10.28,24,5.45,540,29.15
7,5,5051,arboletes,antioquia,1962,2971.31,670,172.49,207,230.61,0,0.0,877,403.1
8,5,5059,armenia,antioquia,1962,5723.75,175,62.03,71,37.68,7,4.79,253,104.5
9,5,5079,barbosa,antioquia,1962,10518.74,614,20.14,235,15.61,56,10.15,905,45.9
10,5,5091,betania,antioquia,1962,6316.06,227,52.65,65,17.55,9,3.86,301,74.06
11,5,5093,betulia,antioquia,1962,9747.26,253,40.25,74,19.45,15,8.54,342,68.24
12,5,5101,bolivar,antioquia,1962,22537.8,225,24.26,149,18.29,41,3.42,415,45.96
13,5,5154,caucasia,antioquia,1962,4934.76,602,140.76,203,237.5,0,0.0,805,378.26
14,5,5138,cañasgordas,antioquia,1962,11474.57,390,17.31,245,15.45,32,6.17,667,38.93
15,5,5172,chigorodo,antioquia,1962,2213.94,285,74.83,356,218.56,4,3.4,645,296.79
16,5,5190,cisneros,antioquia,1962,4998.99,238,16.03,114,40.88,20,3.39,372,60.29
17,5,5209,concordia,antioquia,1962,11985.8,195,28.49,45,9.14,20,4.09,260,41.72
18,5,5234,dabeiba,antioquia,1962,14270.05,397,26.38,245,28.34,5,1.28,647,55.99
19,5,5282,fredonia,antioquia,1962,19184.25,720,110.63,209,47.09,83,11.43,1012,169.14
20,5,5284,frontino,antioquia,1962,15609.1,372,13.5,295,30.36,28,7.44,695,51.3
21,5,5313,granada,antioquia,1962,11226.01,667,21.99,345,14.02,9,0.93,1021,36.94
22,5,5361,ituango,antioquia,1962,16639.42,590,29.81,141,16.52,12,5.28,743,51.62
23,5,5364,jardin,antioquia,1962,10297.72,155,17.43,256,39.87,93,18.71,504,76.01
24,5,5368,jerico,antioquia,1962,15942.73,347,43.61,205,39.59,50,6.68,602,89.88
25,5,5376,la ceja,antioquia,1962,11725.56,412,74.35,417,47.66,83,15.91,912,137.93
26,5,5411,liborina,antioquia,1962,8091.14,457,25.71,167,27.75,53,8.93,677,62.38
27,5,5440,marinilla,antioquia,1962,12510.81,553,20.39,243,10.13,97,9.46,893,39.98
28,5,5001,medellin,antioquia,1962,495256.87,1541,7.64,2217,20.64,444,2.68,4202,30.95
29,5,5483,nariño,antioquia,1962,10333.65,360,19.62,57,8.99,40,2.65,457,31.26
30,5,5579,puerto berrio,antioquia,1962,20153.43,120,10.48,181,35.17,1,0.02,302,45.67
31,5,5604,remedios,antioquia,1962,6223.51,210,36.5,261,81.0,9,5.07,480,122.57
32,5,5615,rionegro,antioquia,1962,21780.22,506,12.15,709,22.77,137,12.16,1352,47.08
33,5,5642,salgar,antioquia,1962,13661.46,145,26.8,154,34.79,27,7.0,326,68.59
34,5,5649,san carlos,antioquia,1962,11598.11,392,22.47,466,24.95,1,0.07,859,47.48
35,5,5670,san roque,antioquia,1962,14576.62,313,9.46,295,27.65,34,9.75,642,46.87
36,5,5679,santa barbara,antioquia,1962,17033.44,358,19.46,113,8.53,42,4.63,513,32.62
37,5,5686,santa rosa de osos,antioquia,1962,16751.34,202,14.29,417,50.05,9,0.82,628,65.16
38,5,5697,santuario,antioquia,1962,12494.67,841,31.5,423,17.57,52,6.61,1316,55.68
39,5,5756,sonson,antioquia,1962,35878.07,512,8.47,74,2.56,68,2.05,654,13.08
40,5,5761,sopetran,antioquia,1962,13893.98,469,20.89,182,29.51,105,13.57,756,63.97
41,5,5789,tamesis,antioquia,1962,14883.13,669,36.21,214,22.17,80,8.11,963,66.48
42,5,5809,titiribl,antioquia,1962,11765.55,136,31.84,63,31.85,13,3.09,212,66.78
43,5,5837,turbo,antioquia,1962,12286.29,503,30.38,244,44.34,0,0.0,747,74.72
44,5,5847,urrao,antioquia,1962,18199.83,393,23.76,390,32.96,79,6.01,862,62.72
45,5,5887,yarumal,antioquia,1962,23055.91,616,16.59,369,43.62,108,9.59,1093,69.8
46,5,5890,yolombo,antioquia,1962,24110.89,204,5.54,117,14.09,6,0.78,327,20.41
47,81,81001,arauca,arauca,1962,5753.0,71,24.26,755,150.91,0,0.0,826,175.17
48,81,81591,puerto rondon,arauca,1962,1582.7,9,12.36,143,97.62,0,0.0,152,109.98
49,81,81794,tame,arauca,1962,56767.69,198,7.09,609,15.49,4,0.12,811,22.7
50,8,8001,barranquilla,atlantico,1962,356409.07,1216,5.95,749,11.8,100,0.62,2065,18.37
51,8,8638,sabanalarga,atlantico,1962,21334.44,996,16.73,346,33.77,19,1.47,1361,51.97
52,8,8685,santo tomas,atlantico,1962,5760.76,746,67.58,108,47.02,1,1.15,855,115.75
53,13,13140,calamar,bolivar,1962,12449.58,1289,96.54,568,169.72,8,10.8,1865,277.06
54,13,13001,cartagena,bolivar,1962,169965.92,1418,11.55,1025,28.13,114,3.38,2557,43.06
55,13,70215,corozal,bolivar,1962,18107.28,186,28.33,416,114.05,93,13.2,695,155.57
56,13,13244,el carmen,bolivar,1962,27626.56,480,17.15,362,45.81,94,8.55,936,71.52
57,13,13430,magangue,bolivar,1962,47581.52,495,12.53,379,30.97,11,0.86,885,44.36
58,13,70429,majagual,bolivar,1962,9198.46,684,72.65,163,42.99,0,0.0,847,115.64
59,13,13442,maria la baja,bolivar,1962,7964.41,484,43.17,203,71.06,16,8.72,703,122.95
60,13,13468,mompos,bolivar,1962,16569.85,695,80.14,685,157.12,18,2.35,1398,239.6
61,13,70508,ovejas,bolivar,1962,10842.42,398,31.99,256,74.9,27,6.12,681,113.0
62,13,13654,san jacinto,bolivar,1962,10920.84,247,11.06,91,28.36,38,8.14,376,47.57
63,13,13657,san juan nepomuceno,bolivar,1962,11791.13,650,29.44,406,93.21,59,20.59,1115,143.24
64,13,70708,san marcoe,bolivar,1962,12627.64,637,59.85,746,166.46,2,2.29,1385,228.6
65,13,70713,san onofre,bolivar,1962,18672.3,798,24.63,390,51.25,1,0.43,1189,76.31
66,13,70717,san pedro,bolivar,1962,5875.66,258,23.8,156,104.12,10,2.44,424,130.37
67,13,13744,simit,bolivar,1962,5252.82,153,37.04,99,33.56,0,0.0,252,70.6
68,13,70742,since,bolivar,1962,11172.51,631,59.47,466,117.0,62,10.58,1159,187.05
69,13,70001,sincelejo,bolivar,1962,39398.39,1351,27.65,517,62.95,31,4.01,1899,94.62
70,13,70771,sucre,bolivar,1962,13718.61,734,49.52,254,48.69,1,0.34,989,98.55
71,15,15176,chiquinquira,boyaca,1962,19923.75,1557,80.27,551,59.64,131,20.4,2239,160.31
72,15,15238,duitama,boyaca,1962,34334.01,666,23.22,219,19.33,65,4.16,950,46.71
73,15,15244,el cocuy,boyaca,1962,8202.57,595,52.81,283,48.67,52,19.74,930,121.22
74,15,15248,el espino,boyaca,1962,4479.54,1066,106.38,342,68.99,30,12.66,1438,188.04
75,15,15299,garagoa,boyaca,1962,8885.5,1374,121.93,349,56.41,93,17.05,1816,195.38
76,15,15322,guateque,boyaca,1962,7342.05,1231,104.62,158,33.64,73,14.81,1462,153.07
77,15,15325,guayata,boyaca,1962,7248.97,1232,132.08,100,17.13,15,4.93,1347,154.14
78,15,15403,la uvita,boyaca,1962,8138.7,1394,89.63,264,26.28,12,3.01,1670,118.92
79,15,15407,leiva,boyaca,1962,4354.14,1234,212.61,346,80.49,108,39.28,1688,332.38
80,15,15455,miraflores,boyaca,1962,6818.88,1347,226.01,1149,119.14,130,37.52,2626,382.67
81,15,15469,moniquira,boyaca,1962,14097.72,1247,50.73,286,40.09,105,21.23,1638,112.06
82,15,85162,monterrey ,boyaca,1962,,196,,404,,1,,601,
83,15,15480,muso,boyaca,1962,1946.55,193,114.92,95,69.92,1,0.7,289,185.55
84,15,85225,nunchia,boyaca,1962,3883.42,98,16.52,80,7.79,0,0.0,178,24.31
85,15,85230,orocue,boyaca,1962,3661.52,47,10.28,130,43.81,0,0.0,177,54.09
86,15,15516,paipa,boyaca,1962,10750.89,502,50.16,167,29.51,65,12.18,734,91.85
87,15,15531,pauna,boyaca,1962,6664.98,1104,109.42,294,57.51,36,10.27,1434,177.2
88,15,85250,paz de ariporo,boyaca,1962,4340.99,122,49.41,211,141.81,0,0.0,333,191.23
89,15,15542,pesca,boyaca,1962,13490.58,1346,49.22,131,10.26,72,10.57,1549,70.05
90,15,15755,puebloviejo,boyaca,1962,10281.07,1032,47.94,180,13.88,17,1.68,1229,63.5
91,15,15572,puerto boyaca,boyaca,1962,3793.1,373,178.83,178,272.28,3,1.21,554,452.32
92,15,15599,ramiriqui,boyaca,1962,7089.25,1174,120.37,83,17.51,82,18.26,1339,156.14
93,15,15632,saboya,boyaca,1962,12381.43,1143,90.0,793,74.67,18,2.29,1954,166.95
94,15,15667,san luis de gaceno,boyaca,1962,2117.41,719,507.14,211,166.48,7,23.9,937,697.52
95,15,85325,san luis de palenque,boyaca,1962,,135,,432,,0,,567,
96,15,15693,santa rosa de viterbo,boyaca,1962,6812.86,728,82.95,159,49.32,79,19.46,966,151.73
97,15,15753,soata,boyaca,1962,8601.73,1134,62.61,236,21.81,53,11.43,1423,95.86
98,15,15757,socha,boyaca,1962,6948.48,693,61.28,119,16.32,10,3.01,822,80.61
99,15,15759,sogamoso,boyaca,1962,36655.05,2993,47.04,383,39.79,85,3.92,3461,90.75
100,15,85400,tamara,boyaca,1962,3875.78,274,57.2,61,25.25,0,0.0,335,82.45
101,15,15804,tiband,boyaca,1962,8990.84,1302,121.55,83,10.83,69,15.34,1454,147.72
102,15,15814,toca,boyaca,1962,5723.8,786,113.42,96,61.97,125,40.26,1007,215.65
103,15,15001,tunja,boyaca,1962,46011.6,1962,51.8,457,30.41,374,21.2,2793,103.41
104,15,15861,ventaquemada,boyaca,1962,7923.06,825,129.81,91,22.39,40,9.25,956,161.45
105,15,85001,yopal,boyaca,1962,5179.23,491,131.46,578,197.77,1,0.42,1070,329.65
106,17,17013,aguadas,caldas,1962,24986.82,460,17.54,215,28.6,78,10.4,753,56.55
107,17,17042,anserma,caldas,1962,29410.3,774,22.39,224,16.49,88,7.81,1086,46.7
108,17,66045,apia,caldas,1962,16706.08,308,16.94,290,27.0,48,14.24,646,58.18
109,17,17050,aranzazu,caldas,1962,20571.66,577,21.29,187,15.02,43,3.11,807,39.42
110,17,63001,armonia,caldas,1962,104679.56,865,15.94,480,14.72,123,3.5,1468,34.16
111,17,17088,belalcazar,caldas,1962,16699.29,413,36.55,162,14.21,18,5.72,593,56.48
112,17,66088,belen de umbria,caldas,1962,22293.24,326,13.9,231,12.35,67,15.19,624,41.43
113,17,63130,calarca,caldas,1962,54765.04,468,18.28,225,10.78,47,1.64,740,30.69
114,17,17174,chinchina,caldas,1962,18629.41,346,21.29,144,15.43,70,13.4,560,50.12
115,17,63272,filandia,caldas,1962,21871.26,347,8.69,154,8.24,90,6.44,591,23.37
116,17,63302,genova,caldas,1962,2886.42,124,68.17,95,70.55,10,33.4,229,172.12
117,17,17380,la dorada,caldas,1962,4629.4,370,218.88,549,503.65,54,33.62,973,756.14
118,17,66400,la virginia,caldas,1962,7478.42,189,38.6,83,16.37,3,1.25,275,56.22
119,17,17001,manizales,caldas,1962,156876.29,531,11.57,662,23.48,185,4.13,1378,39.19
120,17,17433,manzanares,caldas,1962,20963.01,930,36.78,430,29.9,51,8.09,1411,74.76
121,17,66440,marsella,caldas,1962,15359.81,255,17.25,128,8.61,49,7.46,432,33.33
122,17,63470,montenegro,caldas,1962,15538.17,212,20.51,103,16.7,50,13.74,365,50.94
123,17,17486,neira,caldas,1962,15199.05,163,7.08,102,7.21,23,6.59,288,20.88
124,17,17513,pacora,caldas,1962,17613.96,551,23.12,248,23.65,44,6.06,843,52.83
125,17,17541,pensilvania,caldas,1962,24225.69,804,26.39,466,18.31,46,5.77,1316,50.48
126,17,66001,pereira,caldas,1962,137134.77,653,8.08,532,17.58,166,3.38,1351,29.03
127,17,63548,pijao,caldas,1962,2078.59,139,283.98,82,130.77,21,27.57,242,442.32
128,17,63594,quimbaya,caldas,1962,9420.8,458,56.75,117,25.43,63,21.1,638,103.28
