,index,Departamento,Municipio,codmpio,1951_educ,1964_educ,1964_educ_r,cambio_educ,municipio,depto,CP - Numero,CP - Valor,MP - Numero,MP - Valor,LP - Numero,LP - Valor,T - Numero,T - Valor,index_y,gandina,gcaribe,gpacifica,gorinoquia,gamazonia,areaoficialhm2,altura,discapital,dismdo,disbogota,distancia_mercado,tratamiento,1918,1938,1951,1964,1973,numero_prestamos,CP - Promedio,MP - Promedio,LP - Promedio,T - Promedio
13,11.0,Antioquia,Barbosa,5079.0,52846.91,315130.43,103688.07697710731,1.9620461627199641,Barbosa,Antioquia,614.0,20.14,235.0,15.61,56.0,10.15,905.0,45.9,16,1,0,0,0,0,20800,1305,40.0173225402832,40.0173225402832,259.876953125,15.501422882080078,1,2980.0,9257.0,22495.0,58617.0,0.0,1.0,20.14,15.61,10.15,45.9
14,13.0,Antioquia,Belmira,5086.0,22373.01,122523.17,40314.075293963855,1.8019066408124726,Belmira,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,0,0,0,0,27900,2550,38.48391342163086,38.48391342163086,294.3045349121094,38.48391342163086,0,1295.0,2527.0,3191.0,2998.0,3122.0,0.0,0.0,0.0,0.0,0.0
15,12.0,Antioquia,Bello,5088.0,124493.04,1925803.97,633651.6288959427,5.089855857772794,Bello,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,0,0,0,0,15100,1447,11.407896041870117,11.407896041870117,267.415771484375,11.407896041870117,0,1298.0,4340.0,3502.0,6040.0,6688.0,0.0,0.0,0.0,0.0,0.0
16,14.0,Antioquia,Betania,5091.0,42010.41,311824.58,102600.34568668649,2.4422600418964366,Betania,Antioquia,227.0,52.65,65.0,17.55,9.0,3.86,301.0,74.06,19,1,0,0,0,0,17000,1500,72.28752899169922,72.28752899169922,248.96792602539062,47.13600158691406,1,0.0,0.0,0.0,0.0,0.0,1.0,52.65,17.55,3.86,74.06
17,15.0,Antioquia,Betulia,5093.0,32067.37,297340.81,97834.71813786894,3.0509118190194253,Betulia,Antioquia,1473.0,8772.630000000001,445.0,4857.43,49.0,28.53,1967.0,13755.31,20,1,0,0,0,0,25500,1600,33.65726852416992,33.65726852416992,279.122802734375,33.65726852416992,1,4480.0,10762.0,7702.0,18110.0,23490.0,7.0,1253.2328571428573,693.9185714285715,4.075714285714286,1965.0442857142857
18,0.0,0,0,5107.0,0.0,0.0,0.0,0.0,Briceño,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1,0,0,0,0,40600,1200,91.76888275146484,91.76888275146484,337.5122985839844,18.249353408813477,0,1187.0,3652.0,0.0,8303.0,0.0,0.0,0.0,0.0,0.0,0.0
19,17.0,Antioquia,Buritica,5113.0,23837.52,118308.21,38927.21748738698,1.6330229607520825,Buriticá,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1,0,0,0,0,36800,1600,64.9544906616211,64.9544906616211,328.0990905761719,54.14728927612305,0,1765.0,1824.0,1975.0,2361.0,3020.0,0.0,0.0,0.0,0.0,0.0
20,18.0,Antioquia,Caceres,5120.0,24726.37,372280.36,122492.24749493478,4.953911451415424,Cáceres,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1,0,0,0,0,199600,114,153.96221923828125,153.96221923828125,372.0093688964844,71.28510284423828,0,661.0,1697.0,0.0,5933.0,0.0,0.0,0.0,0.0,0.0,0.0
21,19.0,Antioquia,Caicedo,5125.0,18375.53,116097.42,38199.79626151482,2.0788405157029386,Caicedo,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1,0,0,0,0,22400,800,37.795284271240234,37.795284271240234,298.1016540527344,37.795284271240234,0,418.0,665.0,1791.0,5052.0,9494.0,0.0,0.0,0.0,0.0,0.0
22,20.0,Antioquia,Caldas,5129.0,43737.44,518213.11,170508.8297573363,3.898463873453414,Caldas,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1,0,0,0,0,15200,1751,24.81896209716797,24.81896209716797,244.5276336669922,22.924278259277344,0,1706.0,1685.0,2131.0,2487.0,2951.0,0.0,0.0,0.0,0.0,0.0
23,21.0,Antioquia,Campamento,5134.0,25656.66,210913.42,69397.31884497782,2.704846182043096,Campamento,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,1,0,0,0,0,20200,1725,94.00106048583984,94.00106048583984,319.7554016113281,17.06253433227539,0,2574.0,5345.0,7346.0,15246.0,0.0,0.0,0.0,0.0,0.0,0.0
24,22.0,Antioquia,Cañagordas,5138.0,62960.36,398251.97,131037.74497957759,2.0812737566871853,Cañasgordas,Antioquia,4498.0,15113.839999999998,2204.0,14563.11,138.0,43.25,6840.0,29720.18,28,1,0,0,0,0,39600,1298,76.85686492919922,76.85686492919922,341.1102294921875,38.02292251586914,1,2501.0,4918.0,0.0,3629.0,0.0,7.0,2159.12,2080.444285714286,6.178571428571429,4245.74
25,0.0,0,0,5142.0,0.0,0.0,0.0,0.0,Caracolí,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,1,0,0,0,0,26300,650,99.32292175292969,99.32292175292969,224.66217041015625,35.430213928222656,0,2462.0,4486.0,0.0,5492.0,0.0,0.0,0.0,0.0,0.0,0.0
26,23.0,Antioquia,Caramanta,5145.0,31979.86,208165.43,68493.14149005745,2.1417586409089173,Caramanta,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1,0,0,0,0,8700,2117,81.27326202392578,81.27326202392578,203.3884735107422,33.45054244995117,0,1249.0,2196.0,2648.0,3729.0,4991.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0,0,5147.0,0.0,0.0,0.0,0.0,Carepa,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,1,0,0,0,0,38400,34,204.09918212890625,204.09918212890625,468.302734375,94.29507446289062,0,1148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,24.0,Antioquia,Carmen del Vioral,5148.0,62122.17,442571.06,145620.15523895924,2.344093183463476,El Carmen de Viboral,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,1,0,0,0,0,45300,2150,49.75696563720703,49.75696563720703,216.316162109375,0.0,0,1968.0,6245.0,7158.0,8428.0,10776.0,0.0,0.0,0.0,0.0,0.0
29,25.0,Antioquia,Carolina,5150.0,29838.35,231740.29,76250.03091011291,2.5554372446905713,Carolina,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,1,0,0,0,0,16800,1800,65.42459869384766,65.42459869384766,289.9200439453125,31.12601661682129,0,991.0,1448.0,0.0,2571.0,0.0,0.0,0.0,0.0,0.0,0.0
30,26.0,Antioquia,Caucaaia,5154.0,13258.93,507820.33,167089.2698860597,12.60201765044839,Caucasia,Antioquia,920.0,227.51,430.0,492.39,1.0,0.48,1351.0,720.39,34,1,0,0,0,0,105800,51,183.3147735595703,183.3147735595703,386.89630126953125,101.89105224609375,1,2868.0,2108.0,0.0,4667.0,0.0,3.0,75.83666666666666,164.13,0.16,240.13
31,27.0,Antioquia,Chigorodó,5172.0,4550.13,131325.01,43210.164584548016,9.496468141470247,Chigorodó,Antioquia,551.0,181.85,555.0,458.18,4.0,3.4,1110.0,643.4300000000001,35,1,0,0,0,0,61500,31,189.1349334716797,189.1349334716797,453.4729309082031,77.93408203125,1,12272.0,29643.0,0.0,101972.0,0.0,3.0,60.61666666666667,152.72666666666666,1.1333333333333333,214.4766666666667
32,28.0,Antioquia,Cisneros,5190.0,27885.67,200830.57,66079.73594145237,2.369666425137082,Cisneros,Antioquia,1777.0,2571.28,627.0,2147.3,133.0,47.35,2537.0,4765.92,36,1,0,0,0,0,4700,1044,70.43186950683594,70.43186950683594,258.0741882324219,25.251731872558594,1,0.0,0.0,0.0,0.0,0.0,6.0,428.5466666666667,357.8833333333334,7.891666666666667,794.32
33,29.0,Antioquia,Cocorna,5197.0,65373.58,458625.11,150902.45556201698,2.30830949692547,Cocorná,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,1,0,0,0,0,22100,1300,61.403377532958984,61.403377532958984,209.78346252441406,10.41981315612793,0,1093.0,3100.0,0.0,4162.0,0.0,0.0,0.0,0.0,0.0,0.0
34,30.0,Antioquia,Concepcion,5206.0,15045.83,114382.51,37635.53555178644,2.5013931136923944,Concepción,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,1,0,0,0,0,16900,1900,49.68102264404297,49.68102264404297,248.61154174804688,15.824440002441406,0,2204.0,4751.0,4925.0,5518.0,5820.0,0.0,0.0,0.0,0.0,0.0
35,32.0,Antioquia,Copacabana,5212.0,37137.91,400999.96,131941.922334498,3.5527557241238936,Copacabana,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,1,0,0,0,0,7100,1400,18.33585548400879,18.33585548400879,263.1553955078125,18.33585548400879,0,2583.0,3240.0,3503.0,5917.0,6277.0,0.0,0.0,0.0,0.0,0.0
36,33.0,Antioquia,Dabeiba,5234.0,15971.51,580156.53,190890.2131140159,11.951920207545555,Dabeiba,Antioquia,1053.0,90.71,669.0,99.83,12.0,4.05,1734.0,194.58,41,1,0,0,0,0,190500,412,112.31250762939453,112.31250762939453,376.3009948730469,0.0,1,38.0,112.0,452.0,2823.0,7182.0,3.0,30.236666666666665,33.276666666666664,1.3499999999999999,64.86
37,34.0,Antioquia,Don Matias,5237.0,24578.99,187834.43,61803.58665074355,2.5144884574485586,Don Matías,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,1,0,0,0,0,18300,2200,41.30860137939453,41.30860137939453,269.4215087890625,24.42317771911621,0,2693.0,6397.0,6927.0,10321.0,9363.0,0.0,0.0,0.0,0.0,0.0
38,35.0,Antioquia,Ebejico,5240.0,45713.15,324593.44,106801.71252577564,2.336345505084984,Ebéjico,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,1,0,0,0,0,23800,1250,14.745426177978516,14.745426177978516,277.043212890625,14.745426177978516,0,1585.0,2316.0,2279.0,2880.0,3822.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0,0,5250.0,0.0,0.0,0.0,0.0,El Bagre,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,1,0,0,0,0,195100,50,179.38217163085938,179.38217163085938,360.1697692871094,105.10039520263672,0,1347.0,4248.0,0.0,7293.0,9377.0,0.0,0.0,0.0,0.0,0.0
40,37.0,Antioquia,Etrerios,5264.0,13751.71,90497.72,29776.66916397983,2.1653066537892256,Entrerrios,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,1,0,0,0,0,22200,2292,35.80974197387695,35.80974197387695,285.9477233886719,35.80974197387695,0,3012.0,6385.0,5907.0,7269.0,8292.0,0.0,0.0,0.0,0.0,0.0
41,36.0,Antioquia,Envigado,5266.0,103704.29,1271637.66,418409.81074746925,4.034643222064095,Envigado,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,1,0,0,0,0,5100,1566,15.925768852233887,15.925768852233887,248.75389099121094,15.925768852233887,0,885.0,1610.0,0.0,2284.0,0.0,0.0,0.0,0.0,0.0,0.0
42,40.0,Antioquia,Giraldo,5306.0,12503.65,72790.75,23950.50484087295,1.9154810667983309,Giraldo,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,1,0,0,0,0,9700,1950,52.12543487548828,52.12543487548828,316.32427978515625,52.12543487548828,0,2609.0,3450.0,4391.0,5510.0,6795.0,0.0,0.0,0.0,0.0,0.0
43,41.0,Antioquia,Girardota,5308.0,37916.22,263001.26,86535.89845942905,2.282292339780417,Girardota,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,1,0,0,0,0,7900,1400,23.122577667236328,23.122577667236328,262.203125,17.80411148071289,0,2053.0,4302.0,4721.0,7188.0,7998.0,0.0,0.0,0.0,0.0,0.0
44,42.0,Antioquia,Gomez Plata,5310.0,28337.0,208103.44,68472.74478037818,2.4163724028788574,Gómez Plata,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,1,0,0,0,0,36400,1750,68.82402801513672,68.82402801513672,279.2712097167969,37.321571350097656,0,1853.0,2310.0,2268.0,2724.0,3284.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0,0,5315.0,0.0,0.0,0.0,0.0,Guadalupe,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,1,0,0,0,0,8800,1725,79.99882507324219,79.99882507324219,296.5169677734375,29.474647521972656,0,2427.0,5221.0,0.0,6709.0,0.0,0.0,0.0,0.0,0.0,0.0
46,44.0,Antioquia,Guarne,5318.0,35245.09,2848880.76,937373.6695040208,26.595865395833034,Guarne,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,1,0,0,0,0,15300,2138,23.40586280822754,23.40586280822754,249.8323974609375,12.56931209564209,0,6834.0,13167.0,9500.0,14960.0,13911.0,0.0,0.0,0.0,0.0,0.0
47,45.0,Antioquia,Guatape,5321.0,14548.44,99712.79,32808.72445457627,2.255136939395308,Guatapé,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,1,0,0,0,0,7000,1891,53.647743225097656,53.647743225097656,232.22793579101562,0.0,0,2737.0,5545.0,4413.0,8345.0,14058.0,0.0,0.0,0.0,0.0,0.0
48,46.0,Antioquia,Heliconia,5347.0,25914.56,176119.32,57948.937553621196,2.236153635393431,Heliconia,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,1,0,0,0,0,11800,1450,14.90402603149414,14.90402603149414,266.327392578125,14.90402603149414,0,492.0,1277.0,1606.0,1824.0,2073.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0,0,5353.0,0.0,0.0,0.0,0.0,Hispania,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,1,0,0,0,0,5900,960,60.2392692565918,60.2392692565918,246.89157104492188,36.28567886352539,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,47.0,Antioquia,Itagui,5360.0,70582.29,1406764.4,462870.8671385819,6.557889622716717,Itagui,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,1,0,0,0,0,1700,1578,11.8764009475708,11.8764009475708,253.31396484375,11.8764009475708,0,2782.0,4835.0,5540.0,13064.0,11067.0,0.0,0.0,0.0,0.0,0.0
51,49.0,Antioquia,Jardin,5364.0,9731.2,293663.05,96624.61646034029,9.92936292136019,Jardín,Antioquia,900.0,1857.16,1182.0,5314.42,262.0,59.86,2344.0,7231.44,60,1,0,0,0,0,22700,1750,80.22525024414062,80.22525024414062,224.10305786132812,39.93830490112305,1,3314.0,6537.0,6636.0,9689.0,10155.0,6.0,309.5266666666667,885.7366666666667,9.976666666666667,1205.24
52,51.0,Antioquia,La Ceja,5376.0,37096.46,341060.72,112219.97884884567,3.025085920566158,La Ceja,Antioquia,2178.0,6086.35,2274.0,10765.36,317.0,76.99,4769.0,16928.690000000002,62,1,0,0,0,0,13300,2143,40.115936279296875,40.115936279296875,224.33775329589844,0.0,1,1282.0,2377.0,2493.0,3363.0,3372.0,7.0,869.4785714285715,1537.9085714285716,10.998571428571427,2418.384285714286
53,52.0,Antioquia,La Estrella,5380.0,30289.68,340482.19,112029.62381657043,3.698607044266246,La Estrella,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,1,0,0,0,0,3500,1764,14.801219940185547,14.801219940185547,252.65750122070312,14.801219940185547,0,1609.0,2926.0,3120.0,4051.0,4323.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0,0,5390.0,0.0,0.0,0.0,0.0,La Pintada,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,1,0,0,0,0,5500,592,60.466190338134766,60.466190338134766,216.4174041748047,12.583306312561035,0,652.0,0.0,0.0,4844.0,0.0,0.0,0.0,0.0,0.0,0.0
55,53.0,Antioquia,La Unión,5400.0,22193.4,220376.42,72510.95110332358,3.267230397475086,La Unión,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,1,0,0,0,0,20000,2472,49.46942901611328,49.46942901611328,214.96800231933594,0.0,0,1966.0,2498.0,12188.0,42641.0,0.0,0.0,0.0,0.0,0.0,0.0
56,55.0,Antioquia,Maceo,5425.0,31454.85,158763.59,52238.342520847335,1.6607404747073133,Maceo,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,1,0,0,0,0,43600,1100,106.98153686523438,106.98153686523438,243.95974731445312,20.400060653686523,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,56.0,Antioquia,Marinilla,5440.0,49521.81,360875.17,118739.572075241,2.3977227826535623,Marinilla,Antioquia,5355.0,12614.78,2476.0,6814.56,488.0,65.45,8319.0,19494.81,68,1,0,0,0,0,11600,2088,38.152957916259766,38.152957916259766,234.10609436035156,0.0,1,3506.0,6306.0,6354.0,8790.0,8520.0,9.0,1401.6422222222222,757.1733333333334,7.272222222222222,2166.09
58,58.0,Antioquia,Montebello,5467.0,29262.68,198909.04,65447.49058655655,2.236551491064952,Montebello,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,1,0,0,0,0,8400,2200,42.719295501708984,42.719295501708984,224.40049743652344,10.165672302246094,0,7551.0,10142.0,8530.0,11689.0,10348.0,0.0,0.0,0.0,0.0,0.0
59,59.0,Antioquia,Murindó,5475.0,1740.84,52108.51,17145.380711226037,9.84891242803821,Murindó,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,1,0,0,0,0,136500,25,142.42771911621094,142.42771911621094,398.31805419921875,51.71881866455078,0,2810.0,6621.0,7069.0,10733.0,15206.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0,0,5480.0,0.0,0.0,0.0,0.0,Mutatá,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,1,0,0,0,0,111900,132,145.40078735351562,145.40078735351562,409.70501708984375,34.18059158325195,0,1929.0,4135.0,4869.0,10040.0,15818.0,0.0,0.0,0.0,0.0,0.0
61,60.0,Antioquia,Nariño,5483.0,41568.3,302340.91,99479.91233156592,2.3931676862312368,Nariño,Antioquia,360.0,19.62,57.0,8.99,40.0,2.65,457.0,31.26,72,1,0,0,0,0,31700,1661,92.5254898071289,92.5254898071289,171.8476104736328,17.79136085510254,1,1482.0,2753.0,3817.0,6162.0,7567.0,1.0,19.62,8.99,2.65,31.26
62,0.0,0,0,5490.0,0.0,0.0,0.0,0.0,Necoclí,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,1,0,0,0,0,137700,6,263.69097900390625,263.69097900390625,524.3864135742188,78.40380096435547,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0,0,5495.0,0.0,0.0,0.0,0.0,Nechí,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,1,0,0,0,0,92500,35,202.73114013671875,202.73114013671875,399.16607666015625,121.82694244384766,0,2013.0,582.0,0.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0
64,61.0,Antioquia,Olaya,5501.0,11020.71,168185.27,55338.37916628863,5.021307988894421,Olaya,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,1,0,0,0,0,9100,400,36.93077850341797,36.93077850341797,300.1567687988281,36.93077850341797,0,1871.0,3757.0,4333.0,5485.0,6473.0,0.0,0.0,0.0,0.0,0.0
65,62.0,Antioquia,Peñol,5541.0,34508.23,241740.5,79540.42258782945,2.30496964312077,Peñol,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,1,0,0,0,0,14500,1891,44.563865661621094,44.563865661621094,236.59674072265625,0.0,0,412.0,1433.0,0.0,9734.0,14968.0,0.0,0.0,0.0,0.0,0.0
66,63.0,Antioquia,Peque,5543.0,3569.18,143866.59,47336.748972017514,13.2626398702272,Peque,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,1,0,0,0,0,39700,1200,88.31512451171875,88.31512451171875,347.8540344238281,46.639678955078125,0,3304.0,8759.0,8202.0,10576.0,15438.0,0.0,0.0,0.0,0.0,0.0
67,64.0,Antioquia,Pueblorrico,5576.0,37128.7,216471.38,71226.06697417526,1.9183560688678911,Pueblorrico,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,1,0,0,0,0,8600,1800,56.730411529541016,56.730411529541016,244.23281860351562,31.42336082458496,0,45112.0,116541.0,241779.0,523517.0,0.0,0.0,0.0,0.0,0.0,0.0
68,65.0,Antioquia,Puerto Berrio,5579.0,61108.99,563668.59,185465.14898449363,3.0349895978397554,Puerto Berrío,Antioquia,257.0,31.58,496.0,111.11,1.0,0.02,754.0,142.70999999999998,79,1,0,0,0,0,119800,113,121.7623291015625,121.7623291015625,237.92691040039062,35.52238845825195,1,0.0,0.0,0.0,0.0,0.0,4.0,7.895,27.7775,0.005,35.677499999999995
69,0.0,0,0,5585.0,0.0,0.0,0.0,0.0,Puerto Nare,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,1,0,0,0,0,66800,131,104.0999526977539,104.0999526977539,201.6560821533203,45.56610870361328,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0,0,5591.0,0.0,0.0,0.0,0.0,Puerto Triunfo,Antioquia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,1,0,0,0,0,36500,152,109.76148986816406,109.76148986816406,185.07847595214844,47.466304779052734,0,1954.0,3112.0,0.0,5918.0,0.0,0.0,0.0,0.0,0.0,0.0
71,66.0,Antioquia,Remedios,5604.0,43497.96,284985.19,93769.32058911465,2.1557176609917947,Remedios,Antioquia,931.0,3527.72,1167.0,13467.44,28.0,17.06,2126.0,17012.229999999996,82,1,0,0,0,0,200800,728,135.61227416992188,135.61227416992188,284.7347717285156,42.47617721557617,1,1252.0,1945.0,0.0,1988.0,0.0,7.0,503.96,1923.92,2.437142857142857,2430.318571428571
