cod_mpio,Cod Dep,Anio,Poblacion,CP - Numero,CP - Valor,MP - Numero,MP - Valor,LP - Numero,LP - Valor,T - Numero,T - Valor
68669,680,19566,144429.35,9921,20660.72,4563,12546.060000000001,63,18.349999999999998,14547,33225.10999999999
68679,680,19566,185268.93,11342,28750.67,2498,19739.26,190,41.75,14030,48531.68999999999
68689,680,19566,498833.36,4254,4866.619999999999,2413,6705.810000000001,201,16.64,6868,11589.04
68755,680,19566,121323.17000000001,7914,43102.35000000001,3667,62463.22000000001,306,102.44,11887,105668.01
68770,476,13707,70827.95,4685,11029.81,1373,5951.27,112,43.95,6170,17025.02
68773,408,11752,46815.14,2617,3373.5,2825,3547.39,15,2.6,5457,6923.48
68780,680,19566,49275.09000000001,2096,14246.519999999999,1166,11823.800000000001,38,28.740000000000002,3300,26099.060000000005
68820,68,1962,4627.79,795,133.08,288,81.36,27,21.8,1110,236.23
68861,680,19566,135553.65000000002,4057,15338.230000000001,2817,21793.87,237,46.16,7111,37178.25
68895,544,15661,90689.43,1951,5290.7,1099,10012.12,176,56.5,3226,15359.33
70001,130,19566,320603.6,7876,11817.189999999999,4495,36173.76,152,26.75,12523,48017.72000000001
70215,130,19566,154007.66,1956,8524.54,4693,59335.53,354,56.19,6003,67916.24
70429,39,5881,24885.269999999997,1003,125.43,460,142.03,0,0.0,1463,267.45
70508,91,13707,67896.94,1036,1884.5300000000002,1200,9743.23,114,38.55,2350,11666.71
70708,160,19566,110158.06,2561,15202.470000000003,2614,40651.75,5,5.42,5180,55859.67
70713,130,19566,162943.51,5047,10524.939999999997,2127,15310.000000000002,4,2.64,7178,25837.6
70717,13,1962,5875.66,258,23.8,156,104.12,10,2.44,424,130.37
70742,91,13707,71285.73000000001,2711,5918.220000000001,3282,23656.069999999996,274,63.650000000000006,6267,29637.94
70771,91,13707,93266.01,1212,1528.99,1698,10675.690000000002,4,2.42,2914,12207.070000000002
73001,730,19566,1007676.24,12103,13364.05,9960,20017.260000000002,1407,46.21,23470,33427.509999999995
73024,219,5881,15438.919999999998,541,119.92,264,106.27,5,5.68,810,231.88
73030,146,3913,11692.98,105,1171.55,59,1659.1499999999999,0,0.0,164,2830.7
73043,511,13707,62630.65,1182,4334.74,841,2928.4299999999994,31,12.2,2054,7275.35
73055,730,19566,197335.55,3484,25790.679999999997,2223,28799.079999999998,158,54.05,5865,54643.77999999999
73067,584,15661,49269.31,1128,7728.57,1105,2258.46,9,3.1399999999999997,2242,9990.16
73124,657,17614,112886.05000000002,2745,11457.109999999999,1581,19585.08,206,48.81,4532,31090.97
73152,292,7839,24199.05,1050,99.61000000000001,396,39.89,43,17.94,1489,157.42
73168,730,19566,195826.06,8174,14190.209999999997,12619,17006.489999999998,164,21.08,20957,31217.78
73226,511,13707,95245.66,1870,7726.53,1688,5506.249999999999,183,45.04,3741,13277.800000000003
73236,657,17614,116676.07,1891,7685.63,1085,6732.72,26,5.0,3002,14423.35
73268,730,19566,292785.6,8656,14712.46,2002,13241.040000000003,988,147.89,11646,28101.4
73270,292,7839,57925.99999999999,718,26.08,292,18.23,96,14.78,1106,59.11
73283,730,19566,191224.35,6299,19550.569999999992,1680,13775.26,269,27.54,8248,33353.350000000006
73319,730,19566,194539.28999999998,12385,18319.170000000002,2518,18197.189999999995,708,131.18,15611,36647.56
73347,730,19566,102849.32,2279,9037.490000000003,995,4363.3,86,24.010000000000005,3360,13424.779999999999
73349,730,19566,133095.53,2384,22012.18,1666,36170.01,102,40.19,4152,58222.350000000006
73352,730,19566,76529.06999999999,7623,55478.19,2671,26943.59,227,80.63,10521,82502.41000000002
73408,73,1962,6520.57,104,47.78,66,30.39,8,6.46,178,84.64
73411,730,19566,260998.74,8848,21727.98,5798,23950.120000000006,702,84.78,15348,45762.9
73443,438,11752,66051.78,1051,2377.14,477,3649.3399999999997,66,16.810000000000002,1594,6043.299999999999
73449,657,17614,40215.659999999996,2302,62267.81,1252,46702.98,66,74.49,3620,109045.26
73483,292,7839,52020.57000000001,1503,153.49,892,164.07,62,16.47,2457,334.02
73504,730,19566,186528.72,4752,12415.93,1879,7474.7,25,4.51,6656,19895.11
73555,73,1962,6793.64,356,68.26,765,108.87,50,24.25,1171,201.37
73585,730,19566,131336.29,9197,46285.25,5668,43819.67999999999,493,224.05,15358,90328.99
73622,584,15661,15705.63,695,25771.34,1334,61086.62999999999,33,107.02,2062,86964.98
73624,511,13703,91589.23,4532,11693.550000000001,4228,7625.75,181,51.69,8941,19371.0
73675,730,19566,95143.34000000001,2810,17801.280000000002,1231,8110.78,36,37.85,4077,25949.87
73678,730,19566,79226.91,5459,23346.389999999996,1478,18528.61,69,30.4,7006,41906.100000000006
73686,730,19566,61968.33,1428,17632.94,1214,20319.149999999994,138,158.54,2780,38110.65
73861,438,11752,59973.03999999999,1072,2108.73,742,2875.7199999999993,31,9.61,1845,4994.06
73870,730,19566,96544.77000000002,3715,17752.16,1380,11444.890000000001,97,36.449999999999996,5192,29233.5
73873,438,11752,21391.59,1940,12984.06,1861,5893.599999999999,313,126.5,4114,19004.140000000003
76001,760,19566,3256152.13,9682,2530.05,7905,6058.949999999998,1053,9.149999999999999,18640,8598.140000000001
76020,380,9790,8878.01,1151,21135.989999999998,224,4131.33,9,14.55,1384,25281.869999999995
76100,152,3922,30368.46,530,25.04,309,32.43,78,11.600000000000001,917,69.08
76109,304,7839,266224.97,174,3.1500000000000004,71,2.83,3,0.14,248,6.13
76113,760,19566,154901.64999999997,6193,20591.319999999996,5103,46027.3,724,149.25,12020,66767.87
76122,760,19566,34684.54,2487,112512.34,1310,67903.99999999999,73,76.25,3870,180492.63
76147,760,19566,818294.1599999999,7195,11835.54,4681,12064.76,489,26.43,12365,23926.729999999996
76233,456,11752,108761.55,1987,1034.5600000000002,1139,1236.47,178,33.900000000000006,3304,2304.93
76243,760,19566,70314.61,1439,24098.26,834,12869.369999999999,41,36.21,2314,37003.84000000001
76246,760,19566,78717.48999999999,3978,44264.14000000001,2577,22934.899999999994,118,85.22,6673,67284.25
76248,760,19566,141183.51,3091,11889.089999999998,1863,20044.359999999997,622,77.63,5576,32011.100000000002
76520,760,19566,898931.6900000001,7118,5015.130000000001,4098,8023.249999999999,1301,22.169999999999998,12517,13060.539999999999
76606,532,13707,15643.429999999997,2275,34073.149999999994,931,36457.71000000001,122,163.15,3328,70694.01
76622,760,19566,188516.79,6815,27366.729999999996,3556,32561.040000000005,296,23.25,10667,59951.009999999995
76736,760,19566,333332.18,4189,12832.36,3599,16101.450000000003,317,42.28,8105,28974.539999999997
76828,760,19566,254698.44999999998,2872,10858.930000000002,2620,14170.93,394,40.459999999999994,5886,25070.299999999996
76834,760,19566,526254.85,7240,12654.200000000003,4523,16315.980000000001,1106,54.620000000000005,12869,29024.800000000003
76863,532,13707,69118.63,4308,19666.670000000002,1963,17681.13,213,96.94,6484,37444.72999999999
76895,456,11752,112170.99,850,1046.6899999999998,878,3097.89,142,18.85,1870,4163.419999999999
81001,810,19566,60219.04,1056,19984.789999999997,6989,81447.45999999999,0,0.0,8045,101432.25
81591,81,1962,1582.7,9,12.36,143,97.62,0,0.0,152,109.98
81794,648,15661,335123.48000000004,959,1059.5799999999995,5622,7159.209999999999,12,0.44999999999999996,6593,8219.250000000002
85001,120,15661,37989.06,1815,29125.809999999998,4824,68010.24000000002,1,0.42,6640,97136.45999999999
85162,15,1962,0.0,196,0.0,404,0.0,1,0.0,601,0.0
85225,15,1962,3883.42,98,16.52,80,7.79,0,0.0,178,24.31
85230,90,11752,21380.110000000004,305,924.44,915,5101.45,0,0.0,1220,6025.869999999999
85250,15,1962,4340.99,122,49.41,211,141.81,0,0.0,333,191.23
85325,120,15661,0.0,556,0.0,3382,0.0,0,0.0,3938,0.0
85400,120,15661,31826.12,2052,21509.699999999997,1897,45592.76,0,0.0,3949,67102.46999999999
86001,1032,23488,29142.06,2328,15915.91,5008,79336.85999999999,239,218.57,7575,95471.34000000003
86568,86,1962,291.83,96,154.76,176,531.22,2,5.61,274,691.59
88001,880,19566,24294.61,877,7715.37,141,2757.4600000000005,0,0.0,1018,10472.86
91001,728,15661,19469.88,454,3077.42,289,5337.97,9,11.48,752,8426.859999999999
97001,679,13707,25625.440000000002,861,10543.74,3,1.99,0,0.0,864,10545.73
99001,693,13707,32949.11,231,2642.3799999999997,98,1611.67,0,0.0,329,4254.06
