,Oficina,Departamento,Anio,CP - Numero,CP - Valor,MP - Numero,MP - Valor,LP - Numero,LP - Valor,T - Numero,T - Valor
42,san juan nepomuceno,bolivar,1956,138,10337500,282,102901371,0,0,420,113238871
43,san marcos,bolivar,1956,196,32787800,260,170137813,0,0,456,202925613
44,san onofre,bolivar,1956,307,36598300,155,77373297,0,0,462,113971597
45,since,bolivar,1956,248,38655700,490,150463440,0,0,738,189119140
46,sincelejo,bolivar,1956,618,131240811,487,388676106,0,0,1105,519916917
47,sucre,bolivar,1956,72,14241869,280,89677449,0,0,352,103919318
48,tunja,boyaca,1956,1865,247603469,675,335512362,0,0,2540,583115831
49,chiquinquira,boyaca,1956,1675,204706215,450,126999880,0,0,2125,331706095
50,duitama,boyaca,1956,1013,119142770,208,90575076,0,0,1221,209717846
51,el cocuy,boyaca,1956,917,70764184,367,99169002,0,0,1284,169933186
52,el espino,boyaca,1956,572,44356500,85,16011086,0,0,657,60367586
53,garagoa,boyaca,1956,1187,120591096,331,74546628,0,0,1518,195137724
54,guateque,boyaca,1956,1067,82626000,141,28894060,0,0,1208,111520060
55,guayata,boyaca,1956,904,84200925,68,11348850,0,0,972,95549775
56,la uvita,boyaca,1956,1003,99345048,154,26477435,0,0,1157,125822483
57,leiva,boyaca,1956,999,69936067,243,56851288,0,0,1242,126787355
58,miraflores,boyaca,1956,964,117310068,1813,198301255,0,0,2777,315611323
59,moniquira,boyaca,1956,1259,97351729,227,49006111,0,0,1486,146357840
60,orocue,boyaca,1956,36,3830000,178,21788160,0,0,214,25618160
61,pauna,boyaca,1956,925,75968468,197,28003927,0,0,1122,103972395
62,pesca,boyaca,1956,1431,106799749,103,26278943,0,0,1534,133078692
63,puebloviejo,boyaca,1956,1262,75296140,114,18879506,0,0,1376,94175646
64,ramiriqui,boyaca,1956,1395,123142719,282,42792759,0,0,1677,165935478
65,saboya,boyaca,1956,1150,115813363,337,44985766,0,0,1487,160799129
66,san luis de gaceno,boyaca,1956,459,85407000,583,61491056,0,0,1042,146898056
67,san luis de palenque,boyaca,1956,56,9744261,472,115186325,0,0,528,124930586
68,santa rosa de viterbo,boyaca,1956,866,93100472,88,23420925,0,0,954,116521397
69,soata,boyaca,1956,908,78263889,99,29330397,0,0,1007,107594286
70,socha,boyaca,1956,813,68372002,386,47819216,0,0,1199,116191218
71,sogamoso,boyaca,1956,3543,361066352,259,120537031,0,0,3802,481603383
72,tamara,boyaca,1956,249,35310370,303,87915984,0,0,552,123226354
73,ventaquemada,boyaca,1956,611,58871400,90,27854266,0,0,701,86725666
74,yopal,boyaca,1956,201,44142050,551,107537251,0,0,752,151679301
75,manizales,caldas,1956,394,125364482,412,338567658,0,0,806,463932140
76,aguadas,caldas,1956,665,109729709,166,66281439,0,0,831,176011148
77,anserma,caldas,1956,930,173515000,220,110981370,0,0,1150,284496370
78,apia,caldas,1956,379,73350065,194,37771628,0,0,573,111121693
79,aranzazu,caldas,1956,569,65138364,226,58858842,0,0,795,123997206
80,armenia,caldas,1956,911,233549064,619,297301562,0,0,1530,530850626
81,belalcazar,caldas,1956,352,102915518,50,15231611,0,0,402,118147129
82,belen de umbria,caldas,1956,294,59418345,140,50147000,0,0,434,109565345
83,calarca,caldas,1956,526,152774798,230,103243242,0,0,756,256018040
84,chinchina,caldas,1956,202,35310500,67,43618682,0,0,269,78929182
85,filandia,caldas,1956,430,39394000,166,25366847,0,0,596,64760847
86,la dorada,caldas,1956,235,76396427,512,323046553,0,0,747,399442980
87,manzanares,caldas,1956,1099,147762841,474,85715390,0,0,1573,233478231
88,marsella,caldas,1956,310,57818921,182,51579304,0,0,492,109398225
89,neira,caldas,1956,132,18525500,52,23631436,0,0,184,42156936
90,pacora,caldas,1956,388,58787700,166,46463342,0,0,554,105251042
91,palestina,caldas,1956,104,31383500,27,14209835,0,0,131,45593335
92,pensilvania,caldas,1956,929,108196945,579,73950184,0,0,1508,182147129
93,pereira,caldas,1956,591,149236200,557,324330185,0,0,1148,473566385
94,pijao,caldas,1956,87,42184000,49,28576345,0,0,136,70760345
95,quimbaya,caldas,1956,242,45663000,101,34243278,0,0,343,79906278
96,riosucio,caldas,1956,1628,88770565,124,23171559,0,0,1752,111942124
97,salamina,caldas,1956,520,61488300,363,95530981,0,0,883,157019281
98,santa rosa de cabal,caldas,1956,627,76303922,563,171851218,0,0,1190,248155140
99,santuario,caldas,1956,391,68566265,216,56304427,0,0,607,124870692
100,popayan,cauca,1956,858,99841278,374,226089815,0,0,1232,325931093
101,bolivar,cauca,1956,1098,127289300,479,64821876,0,0,1577,192111176
102,caloto,cauca,1956,470,54595451,276,90343366,0,0,746,144938817
103,el tambo,cauca,1956,515,28192500,159,23788199,0,0,674,51980699
104,piendam6,cauca,1956,749,61786500,89,23983242,0,0,838,85769742
105,puerto tejada,cauca,1956,291,41083100,148,71812091,0,0,439,112895191
106,santander,cauca,1956,633,70488889,198,52903572,0,0,831,123392461
107,timbio,cauca,1956,635,57745741,298,56799727,0,0,933,114545468
108,monteria,cordoba,1956,525,133680557,342,342986590,0,0,867,476667147
109,ayapel,cordoba,1956,335,56043798,292,136587965,0,0,627,192631763
110,cerete,cordoba,1956,365,100586615,378,231309379,0,0,743,331895994
111,cienaga de oro,cordoba,1956,217,32447100,260,91669289,0,0,477,124116389
112,lorica,cordoba,1956,794,89186121,679,277079495,0,0,1473,366265616
113,sahagun,cordoba,1956,539,51497084,556,253293271,0,0,1095,304790355
114,tierralta,cordoba,1956,281,37419500,206,75410250,0,0,487,112829750
115,bogota,cundinamarca,1956,843,345536448,1436,1688753972,0,0,2279,2034390420
116,anolaima,cundinamarca,1956,763,99599500,323,83633665,0,0,1086,183233165
117,arbelaez,cundinamarca,1956,825,78154300,291,52137865,0,0,1116,139292165
118,cachipay,cundinamarca,1956,206,23175500,54,19434664,0,0,260,42610164
119,caqueza,cundinamarca,1956,666,73977727,137,21283370,0,0,803,95261097
120,chapinero,cundinamarca,1956,156,139344731,580,739800435,0,0,736,879145166
121,chia,cundinamarca,1956,197,40963849,95,37513232,0,0,292,78477081
122,choconta,cundinamarca,1956,1633,182409563,192,66161449,0,0,1825,248571012
123,el colegio,cundinamarca,1956,528,46108100,173,51715104,0,0,701,97823204
124,facatativa,cundinamarca,1956,768,124889147,246,122731999,0,0,1014,247621146
125,fomeque,cundinamarca,1956,417,56990471,244,49549245,0,0,661,106539716
126,fontibon,cundinamarca,1956,23,4647656,29,10543545,0,0,52,15191201
127,funza,cundinamarca,1956,18,3488531,24,11525614,0,0,42,15014145
128,fusagasuga,cundinamarca,1956,437,56700835,512,106432613,0,0,949,163133448
129,gachala,cundinamarca,1956,616,59022597,80,18583288,0,0,696,77605885
130,gacheta,cundinamarca,1956,1171,121806188,404,75911336,0,0,1575,197717524
131,girardot,cundinamarca,1956,246,83895857,209,174727084,0,0,455,258622941
132,guaduas,cundinamarca,1956,334,39410702,123,44291197,0,0,457,83701899
133,guasca,cundinamarca,1956,248,23988620,86,19324164,0,0,334,43312784
134,guatavita,cundinamarca,1956,339,43609333,62,15840289,0,0,401,59449622
135,la calera,cundinamarca,1956,239,36083158,183,62573121,0,0,422,98656279
136,la mesa,cundinamarca,1956,593,87948634,161,79102044,0,0,754,167050678
137,la palma,cundinamarca,1956,521,43043712,216,59357536,0,0,737,102401248
138,la peña,cundinamarca,1956,241,19689842,61,18785583,0,0,302,38475425
139,madrid,cundinamarca,1956,15,3340000,21,10411849,0,0,36,13751849
140,medina,cundinamarca,1956,423,60273558,646,45002830,0,0,1069,105276388
141,nocaima,cundinamarca,1956,227,22590500,65,24466307,0,0,292,47056807
142,pacho,cundinamarca,1956,942,108150388,280,125257049,0,0,1222,233407437
143,pasca,cundinamarca,1956,379,40676800,193,28919356,0,0,572,69596156
144,rafael reyes,cundinamarca,1956,208,13546538,36,22568579,0,0,244,36115117
145,san francisco,cundinamarca,1956,426,63808854,148,51650863,0,0,574,115459717
146,san juan de rioseco,cundinamarca,1956,773,134635267,135,59249950,0,0,908,193885217
147,sasaima,cundinamarca,1956,350,45907542,150,43505555,0,0,500,89413097
148,soacha,cundinamarca,1956,248,40194243,106,33751535,0,0,354,73945778
149,sopo,cundinamarca,1956,94,17285400,62,23261848,0,0,156,40547248
150,subachoque,cundinamarca,1956,229,52796523,128,41669914,0,0,357,94466437
151,tocaima,cundinamarca,1956,167,32418000,71,38627213,0,0,238,71045213
152,ubate,cundinamarca,1956,1109,147497302,250,97367304,0,0,1359,244864606
153,une,cundinamarca,1956,876,99549000,91,27813800,0,0,967,127362800
154,utica,cundinamarca,1956,42,5103500,37,13014113,0,0,79,18117613
155,vergara,cundinamarca,1956,518,68688500,128,30485352,0,0,464,99173852
156,villeta,cundinamarca,1956,274,32268901,167,69423963,0,0,441,101692864
157,viota,cundinamarca,1956,457,67897500,86,34923963,0,0,543,102821463
158,zipaquira,cundinamarca,1956,343,62444000,113,61068425,0,0,456,123512425
159,quibdo,choco ,1956,487,10865501,36,4228575,0,0,523,15094076
160,el carmen,choco ,1956,141,17835000,58,11788875,0,0,199,29623875
161,neiva,huila,1956,1022,242433633,774,272721964,0,0,1796,515155597
162,acevedo,huila,1956,457,38122713,89,17430885,0,0,546,55553598
163,baraya,huila,1956,165,29115628,187,27968300,0,0,352,57083928
164,carnecerias,huila,1956,221,17344718,172,31350988,0,0,393,48695706
165,garzon,huila,1956,450,46046025,504,175943321,0,0,954,221989346
166,gigante,huila,1956,294,32881279,165,54370750,0,0,459,87252029
167,la plata,huila,1956,681,69695548,418,63907626,0,0,1099,133603174
168,palermo,huila,1956,346,52554161,209,59760641,0,0,555,112314802
169,pitalito,huila,1956,782,76951593,232,50584201,0,0,1014,127535794
170,san agustin,huila,1956,299,30953900,136,35451745,0,0,435,66405645
171,timana,huila,1956,438,44259762,125,29820917,0,0,563,74080679
172,yaguara,huila,1956,356,65051671,165,66539112,0,0,521,131590783
173,santa marta,magadalena,1956,490,124501261,341,238161843,0,0,831,362663104
174,cienaga,magadalena,1956,272,43405798,137,95887218,0,0,409,139293016
175,codazzi,magadalena,1956,140,38571742,144,65349820,0,0,284,103921562
176,chiriguana,magadalena,1956,200,26826124,288,84556998,0,0,488,111383122
177,el banco,magadalena,1956,129,23977198,503,183227901,0,0,632,207205099
178,fundacion,magadalena,1956,279,100849524,556,373161787,0,0,835,474011311
179,plato,magadalena,1956,139,32094323,621,255352016,0,0,760,287446339
180,valledupar,magadalena,1956,486,119009772,655,270433553,0,0,1141,389443325
181,pasto,nariño,1956,1583,160705993,1426,342035429,0,0,3009,502741422
182,contadero,nariño,1956,558,59750000,158,26677488,0,0,716,86427488
183,ipiales,nariño,1956,589,112037213,264,101738621,0,0,853,213775834
184,la cruz,nariño,1956,1368,189966706,115,33770000,0,0,1483,223736706
185,la union,nariño,1956,997,116450304,472,105801411,0,0,1469,222251715
186,mocoa,nariño,1956,186,10448929,504,49825968,0,0,690,60274897
187,samaniego,nariño,1956,686,58109320,345,51453701,0,0,1031,109563021
188,sandona,nariño,1956,744,74442062,210,30807573,0,0,954,105249635
189,tuquerres,nariño,1956,576,65120584,191,61835798,0,0,767,126956382
190,cucuta,norte de santander,1956,564,178274000,479,375407930,0,0,1043,553681930
191,arboledas,norte de santander,1956,446,37844295,55,12095956,0,0,501,49940251
192,cachira,norte de santander,1956,666,49041500,316,43354250,0,0,982,92395750
193,convencion,norte de santander,1956,721,92296683,330,188567580,0,0,1051,280864263
194,chinacota,norte de santander,1956,254,28655100,191,45901070,0,0,445,74556170
195,durania,norte de santander,1956,438,134355000,32,14830781,0,0,470,149185781
196,gramalote,norte de santander,1956,405,52934875,183,51644070,0,0,588,104578945
197,ocaña,norte de santander,1956,553,76354681,407,174141976,0,0,960,250496657
198,pamplona,norte de santander,1956,893,125632880,588,210878701,0,0,1481,336511581
199,salazar,norte de santander,1956,411,54991900,166,39092996,0,0,577,94084896
200,sardinata,norte de santander,1956,456,64222000,150,24015593,0,0,606,88237593
201,toledo,norte de santander,1956,622,55249100,234,34915103,0,0,856,90164203
202,bucaramanga,santander,1956,1725,291212782,1156,559298267,0,0,2881,850511049
203,barichara,santander,1956,203,21729000,41,5442250,0,0,244,27171250
204,barrancabermeja,santander,1956,80,14784870,122,87278606,0,0,202,102063476
205,cimitarra,santander,1956,47,7147461,94,27176327,0,0,141,34323788
206,charala,santander,1956,857,81271307,498,91732515,0,0,1355,173003822
207,gambita,santander,1956,240,24327830,253,37270425,0,0,493,61598255
208,malaga,santander,1956,2407,182737602,253,78617450,0,0,2660,261355052
209,matanza,santander,1956,551,45728000,269,32695647,0,0,820,78423647
210,onzaga,santander,1956,619,60823038,44,9714000,0,0,663,70537038
211,piedecuesta,santander,1956,738,44965406,181,32148980,0,0,919,77114386
212,puente nacional,santander,1956,373,30347274,556,77289451,0,0,929,107636725
213,puerto wilches,santander,1956,140,23207000,200,57684329,0,0,340,80891329
214,rionegro,santander,1956,513,80150333,327,61521557,0,0,840,141671890
215,san andres,santander,1956,1238,89641087,461,67080750,0,0,1699,156721837
216,san gil,santander,1956,1037,107707000,278,134063995,0,0,1315,241770995
217,san vicente,santander,1956,523,73977212,199,82313000,0,0,722,156290212
218,socorro,santander,1956,688,95785200,439,263077864,0,0,1127,358863064
219,suaita,santander,1956,644,79808000,142,44778310,0,0,786,124586310
220,sucre,santander,1956,368,31715500,219,32074791,0,0,587,63790291
221,surata,santander,1956,241,18578500,157,23328529,0,0,398,41907029
222,velez,santander,1956,263,24393073,228,59069025,0,0,491,83462098
223,zapatoca,santander,1956,262,27857000,179,60810456,0,0,441,88667456
224,ibague,tolima,1956,1541,254086106,1233,581432883,0,0,2774,835518989
225,ambalema,tolima,1956,38,8538000,39,12214815,0,0,77,20752815
226,anzoategui,tolima,1956,68,15255320,48,12935882,0,0,116,28191202
227,armero,tolima,1956,267,79017157,179,105430998,0,0,446,184448155
228,ataco,tolima,1956,66,8007819,6,2147685,0,0,72,10155504
229,cajamarca,tolima,1956,352,41892935,243,84407509,0,0,595,126300444
230,cunday,tolima,1956,290,44204641,91,34367108,0,0,381,78571749
231,chaparral,tolima,1956,252,33141566,295,81297511,0,0,547,114439077
232,dolores,tolima,1956,188,30204710,83,18273890,0,0,271,48478600
233,espinal,tolima,1956,754,106752330,194,125761731,0,0,948,232514061
234,el guamo,tolima,1956,980,83170232,313,110026974,0,0,1293,193197206
235,fresno,tolima,1956,640,63135900,245,59608418,0,0,885,122744318
236,herveo,tolima,1956,246,33998500,97,19137884,0,0,343,53136384
237,honda,tolima,1956,118,43553145,174,132996609,0,0,292,176549754
238,icononzo,tolima,1956,1003,134738614,420,66488277,0,0,1423,201226891
239,libano,tolima,1956,861,136905339,709,216757409,0,0,1570,353662748
240,mariquita,tolima,1956,354,31925858,146,49034117,0,0,500,80959975
241,melgar,tolima,1956,212,59291571,109,78401490,0,0,321,137693061
242,ortega,tolima,1956,352,43418974,82,31268260,0,0,434,74687234
243,purificacion,tolima,1956,994,136023734,437,139734807,0,0,1431,275758541
244,roncesvalles,tolima,1956,61,14940392,110,50291625,0,0,171,65232017
245,san antonio,tolima,1956,234,46815956,91,24088148,0,0,325,70904104
246,san luis,tolima,1956,427,38132550,140,41906729,0,0,567,80039279
247,santa isabel,tolima,1956,115,16169186,165,39478382,0,0,280,55647568
248,venadillo,tolima,1956,133,26392912,119,36785746,0,0,252,63178658
249,villahermosa,tolima,1956,461,46934742,258,45910176,0,0,719,92844918
250,villarica,tolima,1956,307,55558767,96,23399733,0,0,403,78958500
251,cali,valle del cauca,1956,756,213772920,792,607361662,0,0,1548,821134582
252,alcala,valle del cauca,1956,281,45836500,40,8714655,0,0,321,54551155
253,buga,valle del cauca,1956,564,73372900,502,237228592,0,0,1066,310601492
254,caicedonia,valle del cauca,1956,198,69381917,129,53320042,0,0,327,122701959
255,cartago,valle del cauca,1956,600,163488339,485,321148374,0,0,1085,484636713
256,cerrito,valle del cauca,1956,377,48973834,262,89017316,0,0,639,137991150
257,dagua,valle del cauca,1956,267,22011000,135,25766688,0,0,402,47777688
258,el aguila,valle del cauca,1956,178,41363061,141,38873509,0,0,319,80236570
259,el cairo,valle del cauca,1956,501,111213140,309,89282821,0,0,810,200495961
260,palmira,valle del cauca,1956,760,88814011,490,198283109,0,0,1250,287097120
261,restrepo,valle del cauca,1956,357,49912500,142,63854292,0,0,499,113766792
262,roldanillo,valle del cauca,1956,639,76798900,391,144461506,0,0,1030,221260406
263,sevilla,valle del cauca,1956,384,87393500,423,136805301,0,0,807,224198801
264,tulua,valle del cauca,1956,686,112858185,521,238380967,0,0,1207,351239152
265,trujillo,valle del cauca,1956,321,59373927,480,147256331,0,0,801,206630258
266,versalles,valle del cauca,1956,771,125597389,405,126375207,0,0,1176,251972596
267,zarzal,valle del cauca,1956,122,22135000,120,65427536,0,0,242,87562536
268,arauca,arauca,1956,101,17600760,935,167591585,0,0,1036,185192345
269,tame,arauca,1956,88,16635063,882,152012868,0,0,970,168647931
270,riohacha,guajira,1956,231,48169247,149,54501153,0,0,380,102670400
271,san juan del cesar,guajira,1956,442,78494304,659,202403307,0,0,1101,280897611
272,villanueva,guajira,1956,366,97936399,265,120328888,0,0,631,218265287
273,villavicencio,meta,1956,969,349375665,942,497712864,0,0,1911,847088529
274,guamal,meta,1956,295,53925665,1231,106658577,0,0,1526,160584242
275,puerto lopez,meta,1956,323,42382748,256,50642908,0,0,579,93025656
276,restrepo,meta,1956,449,41011094,1252,110392813,0,0,1701,151403907
277,san martin,meta,1956,228,46195866,1375,120205308,0,0,1603,166401174
278,florencia,caqueta,1956,1099,117621816,481,135352591,0,0,1580,252974407
279,leticia,amazonas,1956,26,5374000,19,3572000,0,0,45,8946000
280,mitu,vaupes,1956,86,32800000,0,0,0,0,86,32800000
281,puerto carreño,vichada,1956,56,13025000,17,7520000,0,0,73,20545000
282,san andres,san andres y providencia,1956,83,5056600,22,1791300,0,0,105,6847900
