,Oficina,Departamento,Anio,CP - Numero,CP - Valor,MP - Numero,MP - Valor,LP - Numero,LP - Valor,T - Numero,T - Valor
99,vergara,cundinamarca,1952,276,29139772,3,775000,0,0,279,29914772
100,zipaquira,cundinamarca,1952,395,48573563,84,35862060,0,0,479,84435623
101,neiva,huila,1952,914,153745839,251,103354339,0,0,1165,257100178
102,garzon,huila,1952,915,73215392,301,68130318,0,0,1216,141345710
103,la plata,huila,1952,389,27548007,235,37735302,0,0,624,65283309
104,pitalito,huila,1952,915,71291840,116,24354000,0,0,1031,95645840
105,yaguara,huila,1952,288,58473200,72,19714555,0,0,360,78187755
106,san agustin,huila,1952,268,28396500,50,18357500,0,0,318,46754000
107,baraya,huila,1952,158,21860342,50,10727988,0,0,208,32588330
108,acevedo,huila,1952,532,25445000,38,6380727,0,0,570,31825727
109,palermo,huila,1952,217,27262500,38,9939500,0,0,255,37202000
110,santa marta,magdalena,1952,390,78368519,155,67573153,0,0,545,145941672
111,chiriguana,magdalena,1952,215,13372197,253,44564763,0,0,468,57936960
112,el banco,magdalena,1952,188,36186508,504,125992195,0,0,692,162178703
113,fundacion,magdalena,1952,202,65989647,333,179835952,0,0,535,245825599
114,plato,magdalena,1952,315,49516929,641,194434057,0,0,956,243950986
115,san juan del cesar,magdalena,1952,237,38423475,324,82365475,0,0,561,120778950
116,valledupar,magdalena,1952,464,92649656,530,190575257,0,0,994,283224913
117,villanueva,magdalena,1952,281,37291236,189,46378157,0,0,470,83669393
118,riohacha,magdalena,1952,46,2979894,67,15312000,0,0,113,18291894
119,pasto,nariño,1952,1466,114879328,1121,249482796,0,0,2587,364362124
120,ipiales,nariño,1952,756,78945950,250,46363527,0,0,1006,125309477
121,la cruz,nariño,1952,818,79434500,146,29263000,0,0,964,108697500
122,la union,nariño,1952,849,70561553,297,49113885,0,0,1146,119675438
123,tuquerres,nariño,1952,665,46314080,394,55848582,0,0,1059,102162662
124,sandona,nariño,1952,215,15087000,43,7703400,0,0,258,22790400
125,samaniego,nariño,1952,268,15738227,90,10338964,0,0,358,26077191
126,cucuta,norte de santander,1952,886,203642900,276,167243460,0,0,1162,370886360
127,cachira,norte de santander,1952,298,20442000,85,16638000,0,0,383,37080000
128,chinacota,norte de santander,1952,292,33806862,82,19677763,0,0,374,53484625
129,ocaña,norte de santander,1952,1156,134976809,397,179343789,0,0,1553,314320598
130,pamplona,norte de santander,1952,821,70983930,328,68818808,0,0,1149,139802738
131,salazar,norte de santander,1952,672,65812597,207,20811923,0,0,879,86624520
132,sardinata,norte de santander,1952,507,66051795,40,9642500,0,0,547,75694295
133,toledo,norte de santander,1952,463,38171003,97,18037700,0,0,560,56208703
134,bucaramanga,santander,1952,1338,155479480,343,150755039,0,0,1681,306234519
135,charala,santander,1952,735,68814600,171,39014974,0,0,906,107829574
136,malaga,santander,1952,1374,88310033,29,8493300,0,0,1403,96803333
137,puente nacional,santander,1952,444,27191196,463,58121345,0,0,907,85312541
138,rionegro,santander,1952,293,37956106,71,13649800,0,0,364,51605906
139,san andres,santander,1952,540,34827500,115,23505000,0,0,655,58332500
140,san gil,santander,1952,837,91286797,128,43492576,0,0,965,134779373
141,san vicente,santander,1952,355,44358128,175,61924409,0,0,530,106282537
142,socorro,santander,1952,1007,113017383,285,112488726,0,0,1292,225506109
143,velez,santander,1952,640,46851906,170,33406090,0,0,810,80257996
144,surata,santander,1952,139,8283000,24,3772000,0,0,163,12055000
145,matanza,santander,1952,426,23287457,44,8693621,0,0,470,31981078
146,ibague,tolima,1952,1797,329253386,864,332082387,0,0,2661,661335773
147,armero,tolima,1952,488,131871923,204,82341059,0,0,692,214212982
148,chaparral,tolima,1952,269,28188513,76,30128246,0,0,345,58316759
149,espinal,tolima,1952,834,88504103,120,52400742,0,0,954,140904845
150,fresno,tolima,1952,630,50985377,93,31588660,0,0,723,82574037
151,el guamo,tolima,1952,842,73216500,132,63433975,0,0,974,136650475
152,honda,tolima,1952,556,70534946,140,56652921,0,0,696,127187867
153,icononzo,tolima,1952,578,54668651,82,20205360,0,0,660,74874011
154,libano,tolima,1952,676,80997000,201,46433962,0,0,877,127430962
155,ortega,tolima,1952,501,56948000,131,29173496,0,0,632,86121496
156,purificacion,tolima,1952,883,141047587,472,128717334,0,0,1355,269764901
157,san antonio,tolima,1952,215,30366024,57,15812097,0,0,272,46178121
158,san luis,tolima,1952,380,31424791,55,15497259,0,0,435,46927050
159,villahermosa,tolima,1952,349,25345100,88,13856742,0,0,437,39201842
160,herveo,tolima,1952,164,14078000,22,4655500,0,0,186,18733500
161,santa isabel,tolima,1952,101,20405000,44,9634079,0,0,145,30039079
162,cali,valle del cauca,1952,1184,124142597,591,225293531,0,0,1775,349436128
163,buga,valle del cauca,1952,735,62158239,347,109078099,0,0,1082,171236338
164,caicedonia,valle del cauca,1952,350,85245900,164,49447700,0,0,514,134693800
165,cartago,valle del cauca,1952,800,170026088,187,105188035,0,0,987,275214123
166,palmira,valle del cauca,1952,622,78519200,260,117981693,0,0,882,196500893
167,roldanillo,valle del cauca,1952,842,103219876,368,120402172,0,0,1210,223622048
168,sevilla,valle del cauca,1952,396,73500200,321,104801000,0,0,717,178304200
169,tulua,valle del cauca,1952,1116,146505320,319,117155599,0,0,1435,263660919
170,trujillo,valle del cauca,1952,391,54029041,117,35131757,0,0,508,89160798
171,el aguila,valle del cauca,1952,172,31644000,20,6922000,0,0,192,38566000
172,el cairo,valle del cauca,1952,213,39669000,34,8908000,0,0,247,48577000
173,cerrito,valle del cauca,1952,125,11580100,58,22248100,0,0,183,33828200
174,arauca,arauca,1952,144,20562546,91,26686870,0,0,235,47249416
175,florencia,caqueta,1952,1054,73933017,298,95063676,0,0,1352,168996693
176,san andres,san andres y providencia,1952,78,2926200,4,390000,0,0,82,3316200
177,villavicencio,meta,1952,860,137571167,149,54251109,0,0,1009,191822276
178,mocoa,putumayo,1952,81,4555000,91,14159000,0,0,172,18714000
