,Cod Dep,Cod Mun,Oficina,Departamento,Anio,CP - Numero,CP - Valor,MP - Numero,MP - Valor,LP - Numero,LP - Valor,T - Numero,T - Valor
0,91,91001,leticia,amazonas,1955,11,1406750.0,18,6963540.0,0,0.0,29,8370290.0
1,5,5002,abejorral,antioquia,1955,361,35150900.0,64,10364784.4,0,0.0,425,45515684.4
2,5,5031,amalfi,antioquia,1955,534,55917896.0,277,71527947.95,0,0.0,811,127445843.95
3,5,5034,andes,antioquia,1955,457,87494695.6,384,94316912.05,0,0.0,841,181811607.65
4,5,5093,betulia,antioquia,1955,209,35133101.85,50,15139304.1,0,0.0,259,50272405.95
5,5,5101,bolivar,antioquia,1955,409,126785575.0,69,29270192.0,0,0.0,478,156055767.0
6,5,5138,cañasgordas,antioquia,1955,905,60276420.6,376,58828058.0,0,0.0,1281,119104478.6
7,5,5209,concordia,antioquia,1955,357,93139985.05,60,30758707.75,0,0.0,417,123898692.8
8,5,5282,fredonia,antioquia,1955,649,164016278.79999998,72,47747983.3,0,0.0,721,211764262.1
9,5,5284,frontino,antioquia,1955,644,73397762.64999999,512,129324269.15,0,0.0,1156,202722031.8
10,5,5313,granada,antioquia,1955,920,48384635.85,98,11534111.55,0,0.0,1018,59918747.4
11,5,5361,ituango,antioquia,1955,841,74683036.6,193,39275240.25,0,0.0,1034,113958276.85
12,5,5368,jerico,antioquia,1955,290,63442300.0,130,39527933.35,0,0.0,420,102970233.35
13,5,5376,la ceja,antioquia,1955,226,27626182.35,131,31535139.4,0,0.0,357,59161321.75
14,5,5411,liborina,antioquia,1955,502,36743330.8,129,24214814.45,0,0.0,631,60958145.25
15,5,5440,marinilla,antioquia,1955,840,44880890.8,283,19397933.3,0,0.0,1123,64278824.1
16,5,5001,medellin,antioquia,1955,1935,308776791.9,1592,829873111.8,0,0.0,3527,1138649903.7
17,5,5604,remedios,antioquia,1955,100,12023504.15,123,42369726.45,0,0.0,223,54393230.6
18,5,5615,rionegro,antioquia,1955,299,19718420.7,243,43496165.15,0,0.0,542,63214585.85
19,5,5686,santa rosa de osos,antioquia,1955,140,11205300.95,450,107059321.55,0,0.0,590,118264622.5
20,5,5756,sonson,antioquia,1955,770,47267681.45,112,16110115.45,0,0.0,882,63377796.9
21,5,5761,sopetran,antioquia,1955,829,59148525.0,137,53520623.15,0,0.0,966,112669148.15
22,5,5789,tamesis,antioquia,1955,888,64822574.2,238,40803570.85,0,0.0,1126,105626145.05
23,5,5837,turbo,antioquia,1955,289,14981444.65,169,47570836.5,0,0.0,458,62552281.15
24,5,5847,urrao,antioquia,1955,486,38494496.55,190,51666388.1,0,0.0,676,90160884.65
25,5,5887,yarumal,antioquia,1955,888,68015950.25,559,130023106.0,0,0.0,1447,198039056.25
26,5,5890,yolombo,antioquia,1955,795,75877949.6,210,87248052.8,0,0.0,1005,163126002.4
27,81,81001,arauca,arauca,1955,159,36594200.0,1133,172605124.2,0,0.0,1292,209199324.2
28,81,81794,tame,arauca,1955,84,13180100.0,556,76495771.25,0,0.0,640,89675871.25
29,8,8001,barranquilla,atlantico,1955,846,154647351.85,438,280365901.45,0,0.0,1284,435013253.3
30,8,8638,sabanalarga,atlantico,1955,711,40369833.7,147,43399016.1,0,0.0,858,83768849.8
31,13,13140,calamar,bolivar,1955,336,42883378.9,217,77961939.64999999,0,0.0,553,120845318.55
32,13,13001,cartagena,bolivar,1955,834,119458662.55,619,366221114.5,0,0.0,1453,485679777.05
33,13,70215,corozal,bolivar,1955,124,17101150.0,362,145503113.04999998,0,0.0,486,162604263.04999998
34,13,13244,el carmen,bolivar,1955,121,16025381.5,263,114997741.85,0,0.0,384,131023123.35
35,13,13430,magangue,bolivar,1955,545,54917183.35,437,163659601.79999998,0,0.0,982,218576785.15
36,13,13442,maria la baja,bolivar,1955,506,28728524.4,177,65399396.95,0,0.0,683,94127921.35
37,13,13468,mompos,bolivar,1955,244,66208307.1,482,180464014.25,0,0.0,726,246672321.35
38,13,70508,ovejas,bolivar,1955,58,8108915.0,95,36138254.05,0,0.0,153,44247169.05
39,13,13657,san juan nepomuceno,bolivar,1955,162,10264975.7,236,77107639.5,0,0.0,398,87372615.2
40,13,70708,san marcos,bolivar,1955,207,36114290.0,179,120548059.1,0,0.0,386,156662349.1
41,13,70713,san onofre,bolivar,1955,337,32313009.25,139,64555123.4,0,0.0,476,96868132.65
42,13,70742,since,bolivar,1955,205,23939377.05,369,102852378.3,0,0.0,574,126791755.35
43,13,70001,sincelejo,bolivar,1955,653,86264555.2,460,261681646.0,0,0.0,1113,347946201.2
44,13,70771,sucre,bolivar,1955,35,7423820.1,242,66308664.05,0,0.0,277,73732484.14999999
45,15,15176,chiquinquira,boyaca,1955,1734,163970706.9,412,104077056.6,0,0.0,2146,268047763.5
46,15,15238,duitama,boyaca,1955,1137,126763686.65,236,90601011.25,0,0.0,1373,217364697.9
47,15,15244,el cocuy,boyaca,1955,922,63491610.2,355,49439855.6,0,0.0,1277,112931465.8
48,15,15248,el espino,boyaca,1955,475,30601975.4,80,13507695.95,0,0.0,555,44109671.35
49,15,15299,garagoa,boyaca,1955,1403,114020398.25,309,47392406.2,0,0.0,1712,161412804.45
50,15,15322,guateque,boyaca,1955,1077,64336052.05,160,20982567.05,0,0.0,1237,85318619.1
51,15,15325,guayata,boyaca,1955,833,60189860.0,72,10653687.5,0,0.0,905,70843547.5
52,15,15403,la uvita,boyaca,1955,975,84080133.39999999,133,15263722.85,0,0.0,1108,99343856.25
53,15,15407,leiva,boyaca,1955,1017,60666814.55,234,49230047.55,0,0.0,1251,109896862.1
54,15,15455,miraflores,boyaca,1955,710,74026415.0,1504,124782513.45,0,0.0,2214,198808928.45
55,15,15469,moniquira,boyaca,1955,1634,103796904.25,196,42787387.55,0,0.0,1830,146584291.79999998
56,15,15531,pauna,boyaca,1955,844,56068113.95,249,30525854.5,0,0.0,1093,86593968.45
57,15,15542,pesca,boyaca,1955,1512,83665160.0,97,16865252.9,0,0.0,1609,100530412.9
58,15,15755,puebloviejo,boyaca,1955,1119,59676885.0,51,6227227.5,0,0.0,1170,65904112.5
