,Cod Dep,Cod Mun,Oficina,Departamento,Anio,CP - Numero,CP - Valor,MP - Numero,MP - Valor,LP - Numero,LP - Valor,T - Numero,T - Valor
0,91,91001,leticia,amazonas,1960,71,71592.18947368422,52,97799.74736842106,0,0.0,123,169391.9368421053
1,5,5002,abejorral,antioquia,1960,352,304236.47368421056,151,164003.65263157897,13,50898.00000000001,516,519138.12631578953
2,5,5031,amalfi,antioquia,1960,363,394721.21052631584,188,386939.6842105264,2,30922.105263157897,553,812583.0000000001
3,5,5034,andes,antioquia,1960,407,580941.5368421053,186,350463.94736842107,121,308956.38947368425,714,1240361.8736842107
4,5,5059,armenia,antioquia,1960,218,361912.1052631579,58,199700.96842105265,15,52170.85263157895,291,613783.9263157896
5,5,5093,betulia,antioquia,1960,198,333456.252631579,78,155254.73684210528,12,57620.33684210527,288,546331.3263157895
6,5,5101,bolivar,antioquia,1960,296,681756.7263157895,150,326528.30526315793,53,221847.3157894737,499,1230132.3473684213
7,5,5154,caucasia,antioquia,1960,163,198929.5263157895,127,600401.5263157896,0,0.0,290,799331.052631579
8,5,5138,cañasgordas,antioquia,1960,441,242909.77894736844,234,198031.38947368425,32,91501.51578947368,707,532442.6842105264
9,5,5172,chigorodo,antioquia,1960,204,139984.26315789475,153,286417.07368421054,0,0.0,357,426401.3368421053
10,5,5190,cisneros,antioquia,1960,324,95324.90526315793,128,179076.56842105265,37,55711.86315789474,489,330113.3368421053
11,5,5209,concordia,antioquia,1960,194,318784.35789473687,61,113391.25263157896,23,70591.51578947369,278,502767.12631578953
12,5,5234,dabeiba,antioquia,1960,346,338263.6736842106,224,338393.58947368426,4,13164.978947368423,574,689822.2421052632
13,5,5282,fredonia,antioquia,1960,857,1592757.9157894738,136,439658.65263157897,92,131663.21052631582,1085,2164079.7789473687
14,5,5284,frontino,antioquia,1960,424,247378.98947368425,220,325229.1473684211,19,68455.95789473684,663,641064.0947368422
15,5,5313,granada,antioquia,1960,663,230050.8,336,139026.53684210527,7,10049.147368421054,1006,379126.4842105264
16,5,5361,ituango,antioquia,1960,573,504149.49473684217,112,227456.2421052632,7,24358.136842105265,692,755963.8736842106
17,5,5364,jardin,antioquia,1960,176,220228.73684210528,187,301564.07368421054,61,126350.08421052631,424,648142.8947368421
18,5,5368,jerico,antioquia,1960,341,566129.5263157896,131,292163.4315789474,49,85296.69473684211,521,943589.6526315792
19,5,5376,la ceja,antioquia,1960,371,516222.00000000006,360,422276.7789473685,81,178513.4210526316,812,1117012.2000000002
