,Cod Dep,Cod Mun,Oficina,Departamento,Anio,CP - Numero,CP - Valor,MP - Numero,MP - Valor,LP - Numero,LP - Valor,T - Numero,T - Valor
0,91,91001,leticia,amazonas,1956,26,4216523.076923077,19,2802646.153846154,0,0.0,45,7019169.230769231
1,5,5002,abejorral,antioquia,1956,340,34048776.92307693,76,7007731.892307693,0,0.0,416,41056508.81538462
2,5,5031,amalfi,antioquia,1956,636,65916214.8,277,69651642.32307693,0,0.0,913,135567857.12307695
3,5,5034,andes,antioquia,1956,332,62888884.615384616,305,92052163.61538462,0,0.0,637,154941048.23076925
4,5,5042,antioquia,antioquia,1956,270,19023392.307692308,33,9480527.307692308,0,0.0,303,28503919.615384616
5,5,5093,betulia,antioquia,1956,213,33446584.615384616,58,22896955.292307694,0,0.0,271,57128155.2923077
6,5,5101,bolivar,antioquia,1956,358,116133512.30769232,158,120440464.66153848,0,0.0,516,236573976.9692308
7,5,5138,cañasgordas,antioquia,1956,1031,67844972.81538463,431,64599974.63076924,0,0.0,1462,132444947.44615383
8,5,5190,cisneros,antioquia,1956,269,11033890.8,52,8661993.0,0,0.0,321,19695883.8
9,5,5209,concordia,antioquia,1956,214,32983120.15384616,62,28636212.046153847,0,0.0,276,61619332.2
10,5,5282,fredonia,antioquia,1956,696,162117204.87692308,90,56524586.769230776,0,0.0,786,218641791.64615387
11,5,5284,frontino,antioquia,1956,772,78650214.92307693,562,122361973.61538462,0,0.0,1334,201012188.5384616
12,5,5313,granada,antioquia,1956,902,40806835.56923077,216,23429270.53846154,0,0.0,1118,64236184.56923077
13,5,5361,ituango,antioquia,1956,764,68775087.27692308,201,43343724.64615385,0,0.0,965,112118811.92307691
14,5,5364,jardin,antioquia,1956,141,15984733.846153848,179,46260442.8923077,0,0.0,320,62245176.73846154
15,5,5368,jerico,antioquia,1956,304,67737572.30769232,157,42346447.8923077,0,0.0,461,110084020.2
16,5,5376,la ceja,antioquia,1956,255,27433834.47692308,285,67905935.86153847,0,0.0,540,95339770.33846156
17,5,5411,liborina,antioquia,1956,491,37374761.53846154,159,26127780.96923077,0,0.0,650,63502542.50769232
18,5,5440,marinilla,antioquia,1956,932,49603955.03076924,489,34488678.6,0,0.0,1421,84092633.63076924
19,5,5001,medellin,antioquia,1956,1874,244961120.7692308,1922,882478167.323077,0,0.0,3796,1127439288.0923078
20,5,5604,remedios,antioquia,1956,58,6786086.676923078,116,30457952.44615385,0,0.0,174,37244039.12307692
21,5,5615,rionegro,antioquia,1956,299,15212476.153846154,287,41598796.52307693,0,0.0,586,56811272.67692308
22,5,5642,salgar,antioquia,1956,171,49662230.769230776,86,59295010.33846154,0,0.0,257,108957241.10769232
23,5,5670,san roque,antioquia,1956,226,11765376.73846154,67,16530285.553846154,0,0.0,293,28295662.292307694
24,5,5679,santa barbara,antioquia,1956,203,30263478.461538464,83,28059418.523076925,0,0.0,286,58322896.984615386
25,5,5686,santa rosa de osos,antioquia,1956,164,15841762.8,451,82616364.87692308,0,0.0,615,98458127.67692308
26,5,5756,sonson,antioquia,1956,665,41156719.8923077,112,17438554.753846154,0,0.0,777,58595274.64615385
27,5,5761,sopetran,antioquia,1956,625,44479262.400000006,129,47406561.96923077,0,0.0,754,91885824.36923078
28,5,5789,tamesis,antioquia,1956,757,59456094.23076923,242,43321647.138461545,0,0.0,999,102777741.36923078
29,5,5837,turbo,antioquia,1956,288,18572058.784615383,185,47804314.10769231,0,0.0,473,66376372.8923077
30,5,5847,urrao,antioquia,1956,393,31285159.10769231,224,51305533.15384616,0,0.0,617,82590692.26153846
31,5,5887,yarumal,antioquia,1956,872,63042866.95384616,540,121403733.83076924,0,0.0,1412,184446600.7846154
32,5,5890,yolombo,antioquia,1956,435,42817614.138461545,118,55880944.01538462,0,0.0,553,98698558.15384616
33,81,81001,arauca,arauca,1956,101,13809827.076923078,935,131494935.92307691,0,0.0,1036,145304763.0
34,81,81794,tame,arauca,1956,88,13052126.353846155,882,119271634.8923077,0,0.0,970,132323761.24615386
35,8,8001,barranquilla,atlantico,1956,928,157688057.30769232,543,328788342.5538462,0,0.0,1471,486476399.86153847
36,8,8638,sabanalarga,atlantico,1956,946,46433673.41538462,229,51574338.461538464,0,0.0,1175,98008011.87692308
37,13,13140,calamar,bolivar,1956,336,42226233.04615385,250,100175128.2,0,0.0,586,142401361.24615386
38,13,13001,cartagena,bolivar,1956,929,120480098.72307692,682,358091141.86153847,0,0.0,1611,478571240.5846154
39,13,70215,corozal,bolivar,1956,128,17728466.215384617,409,150730569.04615384,0,0.0,537,168459035.26153848
40,13,13244,el carmen,bolivar,1956,112,12394961.53846154,299,123126658.9846154,0,0.0,411,135521542.06153846
41,13,13430,magangue,bolivar,1956,397,43687281.04615385,496,167784783.87692308,0,0.0,893,211472064.92307693
42,13,13442,maria la baja,bolivar,1956,395,20393098.523076925,191,61674873.55384616,0,0.0,586,82067972.07692309
43,13,13468,mompos,bolivar,1956,231,55194004.615384616,554,168579737.35384616,0,0.0,785,223773741.9692308
