,Cod Dep,Cod Mun,Oficina,Departamento,Anio,CP - Numero,CP - Valor,MP - Numero,MP - Valor,LP - Numero,LP - Valor,T - Numero,T - Valor
0,91,91001,leticia,amazonas,1958,50,57763.71951219513,52,103987.13414634149,9,27987.804878048784,111,189738.6585365854
1,5,5002,abejorral,antioquia,1958,306,253606.8292682927,73,118013.3780487805,12,82775.48780487805,391,454395.6951219513
2,5,5031,amalfi,antioquia,1958,496,498795.5487804879,228,445264.2073170732,1,2114.634146341464,725,946174.3902439026
3,5,5034,andes,antioquia,1958,319,625053.512195122,172,516175.3536585366,113,461895.8048780488,604,1603124.6707317077
4,5,5093,betulia,antioquia,1958,191,320087.1951219512,57,231278.7804878049,8,41002.75609756098,256,592368.7317073172
5,5,5101,bolivar,antioquia,1958,314,808380.4756097562,163,562574.7804878049,70,463225.5365853659,547,1834180.792682927
6,5,5138,cañasgordas,antioquia,1958,659,442984.756097561,315,339422.4146341464,39,155678.12195121954,1013,938085.2926829268
7,5,5190,cisneros,antioquia,1958,300,98532.62195121952,104,178092.00000000003,39,81744.91463414635,443,358369.5365853659
8,5,5209,concordia,antioquia,1958,167,340350.3658536586,39,142988.4512195122,27,93455.01219512196,233,576793.8292682928
9,5,5282,fredonia,antioquia,1958,807,1672263.8780487806,157,607731.5487804879,119,246412.71951219515,1083,2526408.146341464
10,5,5284,frontino,antioquia,1958,542,509152.9024390244,373,623912.2317073172,27,101003.63414634149,942,1234068.768292683
11,5,5313,granada,antioquia,1958,877,408824.0853658537,377,317345.6341463415,8,14983.426829268294,1262,741153.1463414634
12,5,5361,ituango,antioquia,1958,631,514762.2804878049,134,262226.4512195122,3,14491.463414634149,768,791480.1951219513
13,5,5364,jardin,antioquia,1958,130,146898.65853658537,163,372511.46341463417,51,126962.63414634149,344,646372.7560975611
14,5,5368,jerico,antioquia,1958,252,569792.5243902439,108,225355.93902439027,63,144797.08536585368,423,939945.548780488
15,5,5376,la ceja,antioquia,1958,323,406933.9756097561,338,425845.0243902439,74,253382.9268292683,735,1086161.9268292685
16,5,5411,liborina,antioquia,1958,440,277256.5243902439,164,279684.6219512196,60,151501.0975609756,664,708442.2439024391
17,5,5440,marinilla,antioquia,1958,523,228569.56097560975,286,192571.02439024395,136,260944.6097560976,945,682085.1951219513
18,5,5001,medellin,antioquia,1958,1729,2240502.768292683,1680,6299710.317073171,509,1986178.829268293,3918,10526391.914634148
19,5,5579,puerto berrio,antioquia,1958,44,134795.48780487807,55,328681.31707317074,0,0.0,99,463476.8048780488
20,5,5604,remedios,antioquia,1958,109,139570.8292682927,94,286849.5,5,16684.46341463415,208,443104.79268292687
21,5,5615,rionegro,antioquia,1958,344,131339.3048780488,332,303957.512195122,68,159961.50000000003,744,595258.3170731708
22,5,5642,salgar,antioquia,1958,113,337937.1951219512,105,371244.5487804879,40,287718.3658536586,258,996900.1097560975
23,5,5670,san roque,antioquia,1958,212,76310.30487804879,149,267820.9024390244,29,51727.06097560976,390,395858.2682926829
24,5,5679,santa barbara,antioquia,1958,216,275050.46341463417,58,87023.41463414635,47,121652.41463414636,321,483726.29268292687
25,5,5686,santa rosa de osos,antioquia,1958,106,81328.20731707317,435,816035.4512195123,13,42805.17073170732,554,940168.8292682928
26,5,5042,santafe de antioquia,antioquia,1958,367,230317.86585365856,59,129866.52439024393,26,62874.91463414635,452,423059.3048780488
