,Cod Dep,Cod Mun,Oficina,Departamento,Anio,CP - Numero,CP - Valor,MP - Numero,MP - Valor,LP - Numero,LP - Valor,T - Numero,T - Valor
0,91,91001,leticia,amazonas,1957,48,88636.03846153845,37,52499.92307692307,0,0.0,85,141135.96153846153
1,5,5002,abejorral,antioquia,1957,302,276701.1538461538,82,119428.26923076922,0,0.0,384,396129.4230769231
2,5,5031,amalfi,antioquia,1957,660,694367.6153846154,273,556532.2692307691,0,0.0,933,1250899.8846153845
3,5,5034,andes,antioquia,1957,349,632315.0,298,964330.8846153844,0,0.0,647,1596645.8846153845
4,5,5042,antioquia,antioquia,1957,336,192567.5,41,90746.65384615384,0,0.0,377,283314.1538461538
5,5,5093,betulia,antioquia,1957,194,295937.3076923077,61,237183.34615384613,0,0.0,255,533120.6538461538
6,5,5101,bolivar,antioquia,1957,289,751753.7307692308,238,1319906.8076923075,0,0.0,527,2071660.5384615385
7,5,5138,cañasgordas,antioquia,1957,654,420126.88461538457,357,537490.3076923076,0,0.0,1011,957617.1923076924
8,5,5190,cisneros,antioquia,1957,303,109956.0,108,243283.0769230769,0,0.0,411,353239.0769230769
9,5,5209,concordia,antioquia,1957,180,304711.92307692306,59,255819.2692307692,0,0.0,239,560531.1923076923
10,5,5282,fredonia,antioquia,1957,727,1413493.1153846153,138,673347.1153846154,0,0.0,865,2086840.2307692303
11,5,5284,frontino,antioquia,1957,544,449923.3076923076,484,889814.6538461538,0,0.0,1028,1339737.9615384615
12,5,5313,granada,antioquia,1957,820,333854.5,336,308351.23076923075,0,0.0,1156,642205.7307692308
13,5,5361,ituango,antioquia,1957,687,575299.6153846154,164,312329.88461538457,0,0.0,851,887629.4999999999
14,5,5364,jardin,antioquia,1957,140,147533.84615384616,194,453327.2307692308,0,0.0,334,600861.0769230769
15,5,5368,jerico,antioquia,1957,282,562984.423076923,151,415298.88461538457,0,0.0,433,978283.3076923076
16,5,5376,la ceja,antioquia,1957,282,254986.92307692303,387,741194.1153846154,0,0.0,669,996181.0384615384
17,5,5411,liborina,antioquia,1957,435,281213.3461538461,181,356572.38461538457,0,0.0,616,637785.7307692308
18,5,5440,marinilla,antioquia,1957,475,220219.3076923077,232,201453.2692307692,0,0.0,707,421672.5769230769
19,5,5001,medellin,antioquia,1957,1798,1896331.6923076925,2066,7929005.307692307,0,0.0,3864,9825337.0
20,5,5604,remedios,antioquia,1957,96,101954.8846153846,113,228750.03846153844,0,0.0,209,330704.92307692306
21,5,5615,rionegro,antioquia,1957,369,140569.73076923075,291,368163.1153846154,0,0.0,660,508732.8461538461
22,5,5642,salgar,antioquia,1957,129,333625.0,127,703480.923076923,0,0.0,256,1037105.923076923
23,5,5670,san roque,antioquia,1957,210,69516.92307692308,134,241595.5,0,0.0,344,311112.42307692306
24,5,5679,santa barbara,antioquia,1957,188,243274.5769230769,83,201145.96153846156,0,0.0,271,444420.5384615384
25,5,5686,santa rosa de osos,antioquia,1957,142,98379.65384615384,427,685734.2307692308,0,0.0,569,784113.8846153845
26,5,5697,santuario,antioquia,1957,580,256216.1538461538,324,171800.69230769228,0,0.0,904,428016.8461538461
27,5,5756,sonson,antioquia,1957,627,354631.1153846154,81,107622.42307692306,0,0.0,708,462253.5384615384
28,5,5761,sopetran,antioquia,1957,580,299073.8076923077,193,511804.6153846153,0,0.0,773,810878.423076923
29,5,5789,tamesis,antioquia,1957,617,621463.7692307691,199,383053.1538461538,0,0.0,816,939132.3076923076
30,5,5837,turbo,antioquia,1957,230,118665.23076923077,185,350728.3076923077,0,0.0,415,469393.5384615384
31,5,5847,urrao,antioquia,1957,316,282180.38461538457,202,445028.6153846154,0,0.0,518,727209.0
32,5,5887,yarumal,antioquia,1957,781,505124.2692307692,492,1186853.6923076925,0,0.0,1273,1691977.9615384615
33,5,5890,yolombo,antioquia,1957,331,355282.3461538461,104,533694.7307692308,0,0.0,435,888977.0769230769
34,81,81001,arauca,arauca,1957,91,104521.23076923077,790,888202.923076923,0,0.0,881,992724.1538461538
35,81,81794,tame,arauca,1957,83,83076.38461538461,813,957157.5384615384,0,0.0,896,1040233.923076923
36,8,8001,barranquilla,atlantico,1957,1161,1464208.6923076925,553,2511016.3846153845,0,0.0,1714,3975225.076923077
37,8,8638,sabanalarga,atlantico,1957,1086,395155.8461538461,290,582926.7307692308,0,0.0,1376,978082.5769230768
