,Cod Dep,Cod Mun,Oficina,Departamento,Anio,CP - Numero,CP - Valor,MP - Numero,MP - Valor,LP - Numero,LP - Valor,T - Numero,T - Valor
118,25,25862,vergara,cundinamarca,1954,691,76525413.55932204,119,13462798.474576272,0,0.0,810,89988212.03389831
119,25,25875,villeta,cundinamarca,1954,328,41026474.57627119,87,30674447.03389831,0,0.0,415,71700921.6101695
120,25,25899,zipaquira,cundinamarca,1954,381,53928610.16949153,117,45915937.9322034,0,0.0,498,99844548.10169493
121,44,44001,riohacha,guajira,1954,522,68543994.81355932,119,23114617.627118647,0,0.0,641,91658612.44067796
122,44,44650,san juan del cesar,guajira,1954,794,136055765.18644068,487,108110482.01694916,0,0.0,1281,244166247.20338985
123,44,44874,villanueva,guajira,1954,771,134707343.33898306,244,81868332.6101695,0,0.0,1015,216575675.94915256
124,41,41006,acevedo,huila,1954,540,31338570.762711868,92,13940123.033898309,0,0.0,632,45278693.79661018
125,41,41078,baraya,huila,1954,186,30841529.084745765,214,28550730.10169492,0,0.0,400,59392259.18644069
126,41,41797,carnecerias,huila,1954,165,11432211.86440678,132,21922240.220338985,0,0.0,297,33354452.084745765
127,41,41298,garzon,huila,1954,882,90799494.9661017,507,121700093.2881356,0,0.0,1389,212499588.2542373
128,41,41396,la plata,huila,1954,578,43036216.016949154,356,61285092.20338984,0,0.0,934,104321308.220339
129,41,41001,neiva,huila,1954,971,163608524.69491526,763,180892530.1525424,0,0.0,1734,344501054.84745765
130,41,41524,palermo,huila,1954,450,50410474.57627119,187,27528954.610169493,0,0.0,637,77939429.18644069
131,41,41551,pitalito,huila,1954,893,73401877.06779662,211,40228129.220338985,0,0.0,1104,113630006.2881356
132,41,41668,san agustin,huila,1954,308,33369559.3220339,72,18475052.54237288,0,0.0,380,51844611.86440679
133,41,41885,yaguara,huila,1954,397,77417575.57627119,122,43189926.55932204,0,0.0,519,120607502.13559324
134,47,20178,chiriguana,magdalena,1954,303,39685125.30508475,312,83959754.44067797,0,0.0,615,123644879.74576272
135,47,47245,el banco,magdalena,1954,190,50819147.084745765,445,111145423.72881356,0,0.0,635,161964570.81355932
136,47,47288,fundacion,magdalena,1954,460,137882776.220339,480,219942641.49152544,0,0.0,940,357825417.7118645
137,47,47555,plato,magdalena,1954,276,54122103.30508475,530,169449773.38983053,0,0.0,806,223571876.6949153
138,47,47001,santa marta,magdalena,1954,597,92194766.79661018,209,97309072.72881356,0,0.0,806,189503839.5254237
139,47,20001,valledupar,magdalena,1954,1182,251431716.71186444,846,289686043.06779665,0,0.0,2028,541117759.779661
140,50,50001,villavicencio,meta,1954,1934,427062682.32203394,5445,505921324.2711865,0,0.0,7379,932984006.5932204
141,52,52356,ipiales,nariño,1954,778,89214292.22033899,256,55765803.05084746,0,0.0,1034,144980095.27118644
142,52,52378,la cruz,nariño,1954,1179,132582711.8644068,152,40327817.79661018,0,0.0,1331,172910529.66101697
143,52,52399,la union,nariño,1954,975,94612342.27118646,305,52120385.2881356,0,0.0,1280,146732727.55932206
144,52,52001,pasto,nariño,1954,1733,141440179.220339,1246,235826369.3389831,0,0.0,2979,377266548.55932206
145,52,52678,samaniego,nariño,1954,533,37925130.0,162,20192149.06779661,0,0.0,695,58117279.06779662
146,52,52683,sandona,nariño,1954,545,41763554.23728814,168,19366774.576271188,0,0.0,713,61130328.81355933
147,52,52838,tuquerres,nariño,1954,633,47893700.6440678,167,33755974.220338985,0,0.0,800,81649674.8644068
148,54,54051,arboledas,norte de santander,1954,378,29908042.37288136,36,2327069.491525424,0,0.0,414,32235111.864406783
149,54,54128,cachira,norte de santander,1954,551,36592067.79661018,198,23462809.3220339,0,0.0,749,60054877.11864407
150,54,54172,chinacota,norte de santander,1954,343,37231845.50847458,123,25025534.89830509,0,0.0,466,62257380.40677967
151,54,54206,convencion,norte de santander,1954,681,81406659.00000001,329,130993908.8644068,0,0.0,1010,212400567.8644068
152,54,54001,cucuta,norte de santander,1954,842,232704355.9322034,319,182542676.64406785,0,0.0,1161,415247032.5762712
153,54,54313,gramalote,norte de santander,1954,274,30567152.54237289,60,8233451.237288136,0,0.0,334,38800603.77966102
154,54,54498,ocaña,norte de santander,1954,668,123090476.03389832,432,206153910.66101697,0,0.0,1100,329244386.6949153
155,54,54518,pamplona,norte de santander,1954,853,96274169.49152544,420,93106517.13559324,0,0.0,1273,189380686.62711868
156,54,54660,salazar,norte de santander,1954,390,46805898.30508475,114,20652320.33898305,0,0.0,504,67458218.64406781
157,54,54720,sardinata,norte de santander,1954,415,56155322.03389831,87,10238077.118644068,0,0.0,502,66393399.15254238
158,54,54820,toledo,norte de santander,1954,801,60418144.06779662,238,23517770.89830509,0,0.0,1039,83935914.9661017
159,86,86001,mocoa,putumayo,1954,184,7423093.220338983,441,40303613.54237288,0,0.0,625,47726706.76271187
160,88,88001,san andres,san andres y providencia,1954,75,4543494.915254238,17,1790396.491525424,0,0.0,92,6333891.406779662
161,68,68081,barrancabermeja,santander,1954,29,4970338.983050848,43,25154237.2881356,0,0.0,72,30124576.271186445
162,68,68001,bucaramanga,santander,1954,1239,159392147.23728815,707,219354337.4745763,0,0.0,1946,378746484.7118645
163,68,68167,charala,santander,1954,1085,90425840.44067796,623,92371425.6101695,0,0.0,1708,182797266.05084747
164,68,68432,malaga,santander,1954,1887,131057301.0,151,24549598.576271188,0,0.0,2038,155606899.5762712
165,68,68444,matanza,santander,1954,533,31647661.016949154,173,17070067.372881357,0,0.0,706,48717728.38983052
166,68,68547,piedecuesta,santander,1954,566,29248067.796610173,133,14975713.474576272,0,0.0,699,44223781.27118645
167,68,68572,puente nacional,santander,1954,551,40279431.76271187,847,95250574.42372882,0,0.0,1398,135530006.18644068
168,68,68615,rionegro,santander,1954,347,41534572.881355934,170,20390543.38983051,0,0.0,517,61925116.27118645
169,68,68669,san andres,santander,1954,1056,73740546.45762713,337,32006346.610169496,0,0.0,1393,105746893.06779662
170,68,68679,san gil,santander,1954,1306,130337155.9322034,283,67649020.88135594,0,0.0,1589,197986176.81355932
171,68,68689,san vicente,santander,1954,308,41409049.77966102,130,51395466.10169492,0,0.0,438,92804515.88135594
172,68,68755,socorro,santander,1954,997,105137826.8644068,307,117082254.20338984,0,0.0,1304,222220081.06779665
173,68,68780,surata,santander,1954,230,14825872.881355934,121,12651025.423728814,0,0.0,351,27476898.30508475
174,68,68861,velez,santander,1954,562,46493284.728813566,358,72207011.89830509,0,0.0,920,118700296.62711866
175,68,68895,zapatoca,santander,1954,206,17863830.508474577,105,24918254.23728814,0,0.0,311,42782084.74576271
176,73,73055,armero,tolima,1954,496,111440465.6440678,300,137650322.54237288,0,0.0,796,249090788.1864407
177,73,73067,ataco,tolima,1954,176,21644313.55932204,10,2701271.1864406783,0,0.0,186,24345584.745762717
178,73,73168,chaparral,tolima,1954,560,63998969.89830509,331,52752681.55932204,0,0.0,891,116751651.45762712
179,73,73236,dolores,tolima,1954,199,25423290.813559324,96,26160635.84745763,0,0.0,295,51583926.66101696
180,73,73319,el guamo,tolima,1954,808,68524983.05084747,175,57265815.91525424,0,0.0,983,125790798.9661017
181,73,73268,espinal,tolima,1954,763,72701487.15254238,206,73530006.3559322,0,0.0,969,146231493.5084746
182,73,73283,fresno,tolima,1954,1028,91359088.5762712,253,65314730.13559323,0,0.0,1281,156673818.7118644
183,73,73347,herveo,tolima,1954,178,10885474.576271188,49,5899750.881355933,0,0.0,227,16785225.45762712
184,73,73349,honda,tolima,1954,471,88798685.44067797,288,134683222.06779662,0,0.0,759,223481907.5084746
185,73,73001,ibague,tolima,1954,1247,204372490.1694916,741,300267229.1694915,0,0.0,1988,504639719.3389831
186,73,73352,icononzo,tolima,1954,970,91624006.77966104,413,47685282.66101696,0,0.0,1383,139309289.44067797
187,73,73411,libano,tolima,1954,1058,130092269.49152544,540,123303454.62711866,0,0.0,1598,253395724.1186441
188,73,73449,melgar,tolima,1954,573,101752140.0,212,56945036.2881356,0,0.0,785,158697176.28813562
189,73,73504,ortega,tolima,1954,533,52656561.254237294,127,34332935.49152543,0,0.0,660,86989496.74576272
190,73,73585,purificacion,tolima,1954,1110,138421659.5084746,370,110860994.13559324,0,0.0,1480,249282653.64406785
191,73,73622,roncesvalles,tolima,1954,91,16411672.932203392,94,34608005.2881356,0,0.0,185,51019678.220338985
192,73,73624,rovira,tolima,1954,654,97088004.15254238,311,68326643.18644069,0,0.0,965,165414647.33898306
193,73,73675,san antonio,tolima,1954,216,31145872.881355934,51,15056011.677966105,0,0.0,267,46201884.55932204
194,73,73678,san luis,tolima,1954,450,32242786.06779661,98,24881036.33898305,0,0.0,548,57123822.40677967
195,73,73124,san miguel de perdomo,tolima,1954,315,34563264.457627125,173,58691358.40677967,0,0.0,488,93254622.8644068
196,73,73686,santa isabel,tolima,1954,225,27245669.491525427,120,27560356.77966102,0,0.0,345,54806026.27118645
197,73,73870,villahermosa,tolima,1954,426,34758488.13559322,163,16338803.440677969,0,0.0,589,51097291.57627119
198,76,76113,buga,valle del cauca,1954,557,48363170.33898306,372,107132760.15254238,0,0.0,929,155495930.49152544
199,76,76122,caicedonia,valle del cauca,1954,276,82051719.9661017,159,43465311.86440679,0,0.0,435,125517031.83050849
200,76,76001,cali,valle del cauca,1954,1298,148072140.55932206,775,315225348.5084746,0,0.0,2073,463297489.0677967
201,76,76147,cartago,valle del cauca,1954,1003,213789071.38983053,322,193009103.23728812,0,0.0,1325,406798174.6271187
202,76,76248,cerrito,valle del cauca,1954,408,40000337.2881356,231,70965806.74576272,0,0.0,639,110966144.03389832
203,76,76243,el aguila,valle del cauca,1954,158,35385712.93220339,89,15502184.745762711,0,0.0,247,50887897.6779661
204,76,76246,el cairo,valle del cauca,1954,487,68453820.76271187,313,31996745.6440678,0,0.0,800,100450566.40677968
205,76,76520,palmira,valle del cauca,1954,746,75775025.49152543,392,114338833.67796612,0,0.0,1138,190113859.16949156
206,76,76622,roldanillo,valle del cauca,1954,1096,104800322.69491526,609,96705661.47457628,0,0.0,1705,201505984.1694916
207,76,76736,sevilla,valle del cauca,1954,462,105816961.01694916,358,99507266.94915256,0,0.0,820,205324227.9661017
208,76,76828,trujillo,valle del cauca,1954,389,51593087.6440678,284,46910044.62711865,0,0.0,673,98503132.27118646
209,76,76834,tulua,valle del cauca,1954,866,121078927.11864407,456,169060286.38983053,0,0.0,1322,290139213.5084746
