,Cod Dep,Cod Mun,Oficina,Departamento,Anio,CP - Numero,CP - Valor,MP - Numero,MP - Valor,LP - Numero,LP - Valor,T - Numero,T - Valor
0,91,91001,leticia,amazonas,1962,141,197801.13888888888,54,90152.88888888888,0,0.0,195,287954.0277777777
1,5,5002,abejorral,antioquia,1962,397,291569.3611111111,294,317824.9166666667,13,30038.055555555555,704,639432.3333333334
2,5,5030,amaga,antioquia,1962,439,520038.9722222222,111,304431.2777777777,66,141967.47222222222,616,966437.7222222222
3,5,5031,amalfi,antioquia,1962,205,203724.22222222225,140,300871.6666666667,4,61177.333333333336,349,565773.2222222222
4,5,5034,andes,antioquia,1962,431,599619.75,241,398280.7222222222,111,207052.91666666663,783,1204953.3888888888
5,5,5040,anori,antioquia,1962,82,98689.25,39,49357.13888888889,0,0.0,121,148046.38888888888
6,5,5042,antioquia,antioquia,1962,391,211357.22222222225,125,162061.0,24,85971.36111111111,540,459389.5833333333
7,5,5051,arboletes,antioquia,1962,670,512524.9722222222,207,685220.8888888889,0,0.0,877,1197745.861111111
8,5,5059,armenia,antioquia,1962,175,355034.6111111111,71,215683.25,7,27405.888888888887,253,598123.75
9,5,5079,barbosa,antioquia,1962,614,211847.8611111111,235,164211.97222222222,56,106720.80555555556,905,482780.6388888889
10,5,5091,betania,antioquia,1962,227,332515.2777777777,65,110857.94444444444,9,24386.027777777777,301,467759.25
11,5,5093,betulia,antioquia,1962,253,392292.9444444445,74,189555.66666666663,15,83269.77777777778,342,665118.3888888889
12,5,5101,bolivar,antioquia,1962,225,546691.6666666666,149,412212.6944444445,41,77006.22222222222,415,1035910.5833333334
13,5,5154,caucasia,antioquia,1962,602,694636.5277777778,203,1172003.611111111,0,0.0,805,1866640.1388888888
14,5,5138,cañasgordas,antioquia,1962,390,198573.69444444444,245,177261.3611111111,32,70825.77777777778,667,446660.8333333333
15,5,5172,chigorodo,antioquia,1962,285,165676.80555555556,356,483872.4166666667,4,7528.166666666667,645,657077.3888888889
16,5,5190,cisneros,antioquia,1962,238,80122.88888888889,114,204366.91666666663,20,16923.972222222223,372,301413.7777777777
17,5,5209,concordia,antioquia,1962,195,341468.6111111111,45,109549.41666666669,20,49064.833333333336,260,500082.8611111111
18,5,5234,dabeiba,antioquia,1962,397,376388.9722222222,245,404358.6944444445,5,18273.58333333333,647,799021.25
19,5,5282,fredonia,antioquia,1962,720,2122261.583333333,209,903396.0555555556,83,219241.44444444444,1012,3244899.083333333
20,5,5284,frontino,antioquia,1962,372,210768.8333333333,295,473943.4722222222,28,116059.0,695,800771.3055555555
21,5,5313,granada,antioquia,1962,667,246829.6111111111,345,157442.66666666666,9,10393.138888888889,1021,414665.4166666667
22,5,5361,ituango,antioquia,1962,590,496086.4444444445,141,274960.3611111111,12,87918.33333333333,743,858965.1388888889
23,5,5364,jardin,antioquia,1962,155,179453.88888888888,256,410599.5833333333,93,192640.22222222225,504,782693.6944444444
24,5,5368,jerico,antioquia,1962,347,695262.2222222222,205,631144.3611111111,50,106572.52777777778,602,1432979.111111111
